petal.width	variety
2.7	Setosa
2.4	Versicolor
3.8	Virginica
6.3	Virginica
3.3	Versicolor
3.5	Versicolor
4.9	Virginica
1.3	Versicolor
2.0	Versicolor
3.5	Versicolor
3.0	Virginica
3.6	Virginica
3.6	Setosa
3.7	Setosa
0.2	Setosa
2.5	Versicolor
2.7	Setosa
2.7	Versicolor
4.3	Virginica
4.3	Setosa
5.8	Versicolor
1.4	Setosa
1.4	Setosa
5.6	Versicolor
4.2	Setosa
2.9	Virginica
3.5	Versicolor
1.8	Versicolor
1.4	Versicolor
3.2	Setosa
3.3	Versicolor
1.4	Versicolor
1.2	Versicolor
4.2	Setosa
4.6	Versicolor
5.4	Virginica
3.0	Versicolor
5.2	Versicolor
5.0	Virginica
4.7	Virginica
3.4	Versicolor
2.8	Virginica
3.7	Setosa
0.2	Setosa
3.7	Setosa
2.8	Virginica
1.8	Setosa
5.8	Virginica
6.3	Virginica
2.7	Virginica
3.6	Setosa
4.2	Setosa
0.1	Setosa
3.6	Virginica
1.9	Virginica
5.8	Virginica
4.2	Virginica
3.9	Versicolor
2.8	Setosa
6.3	Virginica
0.7	Setosa
2.2	Setosa
5.5	Versicolor
5.9	Versicolor
2.3	Versicolor
1.7	Versicolor
0.6	Setosa
5.3	Virginica
2.0	Virginica
2.6	Setosa
1.4	Setosa
2.8	Versicolor
4.1	Versicolor
3.5	Versicolor
0.2	Setosa
3.2	Virginica
2.3	Virginica
0.7	Setosa
4.1	Versicolor
1.5	Versicolor
2.7	Setosa
4.5	Virginica
2.8	Virginica
3.4	Versicolor
5.8	Versicolor
6.0	Versicolor
4.7	Setosa
6.3	Virginica
0.2	Setosa
7.0	Virginica
5.8	Versicolor
4.3	Virginica
3.6	Virginica
1.2	Setosa
1.5	Virginica
3.5	Versicolor
5.0	Versicolor
2.6	Virginica
4.0	Virginica
4.8	Virginica
3.2	Setosa
4.8	Virginica
2.2	Setosa
3.0	Virginica
3.3	Setosa
