petal.length	petal.width	variety
2.2	4.5	Setosa
6.3	5.9	Versicolor
4.1	4.7	Setosa
2.4	3.3	Setosa
8.8	6.3	Virginica
8.1	3.9	Virginica
4.5	3.8	Versicolor
9.4	6.6	Virginica
8.3	1.6	Versicolor
6.5	2.7	Versicolor
4.1	2.7	Setosa
1.2	3.7	Setosa
4.0	2.2	Setosa
9.8	4.4	Virginica
4.4	1.7	Setosa
6.7	2.0	Virginica
1.3	2.3	Setosa
6.2	4.0	Versicolor
8.7	3.5	Versicolor
6.6	5.8	Versicolor
5.5	4.5	Versicolor
7.4	5.5	Versicolor
1.5	2.2	Setosa
2.5	0.1	Setosa
7.0	5.9	Virginica
6.8	4.3	Virginica
10.6	6.8	Virginica
8.4	6.0	Virginica
7.6	4.0	Virginica
4.5	4.7	Setosa
7.0	4.6	Virginica
4.2	2.3	Setosa
7.2	4.4	Versicolor
9.6	3.1	Virginica
3.5	0.3	Setosa
5.0	5.0	Versicolor
7.2	6.1	Versicolor
8.1	3.8	Versicolor
5.1	1.5	Versicolor
3.9	2.1	Setosa
6.6	2.9	Virginica
8.5	5.8	Virginica
6.4	4.7	Versicolor
7.5	4.5	Virginica
5.8	0.2	Setosa
2.4	0.7	Setosa
3.6	0.6	Setosa
8.1	3.3	Versicolor
6.9	1.6	Versicolor
8.4	5.9	Versicolor
11.4	3.8	Virginica
6.7	3.8	Versicolor
5.4	3.8	Versicolor
9.0	2.5	Virginica
8.4	3.8	Virginica
5.0	1.3	Versicolor
5.5	1.6	Versicolor
4.8	2.7	Setosa
3.1	2.2	Setosa
1.4	4.3	Setosa
9.2	5.3	Virginica
10.9	6.5	Virginica
6.1	4.4	Virginica
6.5	2.2	Virginica
2.4	1.7	Setosa
7.2	2.9	Versicolor
4.5	4.5	Versicolor
5.1	5.9	Versicolor
9.1	2.1	Virginica
4.9	2.8	Setosa
8.3	4.6	Virginica
7.2	4.5	Versicolor
6.6	2.3	Virginica
6.2	2.9	Setosa
10.0	4.3	Virginica
9.6	2.5	Virginica
5.5	6.0	Versicolor
4.0	1.6	Versicolor
8.0	4.3	Versicolor
3.8	2.5	Versicolor
1.2	0.7	Setosa
3.6	2.1	Setosa
6.3	4.3	Versicolor
5.8	4.8	Versicolor
3.5	0.2	Setosa
10.2	4.7	Virginica
2.0	4.2	Setosa
9.6	4.9	Virginica
6.9	3.7	Versicolor
7.2	5.5	Virginica
5.8	2.8	Setosa
2.4	2.2	Setosa
3.3	2.7	Setosa
5.5	3.6	Setosa
7.6	2.4	Virginica
8.3	2.8	Virginica
6.0	2.4	Setosa
6.1	5.3	Virginica
7.9	5.4	Versicolor
6.4	2.9	Setosa
6.3	5.3	Virginica
8.8	2.8	Virginica
8.5	4.5	Versicolor
6.4	3.2	Setosa
5.0	3.2	Setosa
