petal.length	variety
8.0	Versicolor
6.5	Virginica
3.8	Setosa
2.6	Setosa
3.6	Setosa
4.8	Setosa
2.0	Setosa
5.1	Versicolor
8.1	Versicolor
6.1	Virginica
5.2	Versicolor
4.9	Versicolor
8.0	Versicolor
9.9	Virginica
2.9	Setosa
2.9	Setosa
10.3	Virginica
7.0	Versicolor
10.2	Virginica
2.1	Setosa
8.1	Virginica
6.5	Versicolor
6.9	Versicolor
5.3	Versicolor
4.6	Setosa
6.4	Versicolor
6.5	Virginica
5.1	Versicolor
1.6	Setosa
6.1	Versicolor
6.6	Versicolor
8.0	Versicolor
6.2	Versicolor
4.8	Versicolor
9.4	Virginica
5.1	Virginica
7.5	Versicolor
7.8	Versicolor
8.5	Versicolor
6.7	Versicolor
6.5	Versicolor
5.5	Versicolor
7.6	Versicolor
5.5	Setosa
6.2	Versicolor
11.1	Virginica
8.6	Virginica
5.7	Versicolor
2.3	Setosa
4.8	Virginica
4.0	Setosa
7.5	Versicolor
5.2	Virginica
1.5	Setosa
4.9	Setosa
3.4	Setosa
5.3	Setosa
3.9	Setosa
2.9	Setosa
9.1	Virginica
4.4	Setosa
7.0	Versicolor
8.6	Virginica
6.8	Versicolor
9.2	Virginica
3.3	Setosa
8.7	Virginica
8.4	Virginica
8.5	Virginica
8.1	Virginica
1.7	Setosa
3.8	Versicolor
5.2	Setosa
1.9	Setosa
7.1	Virginica
6.7	Virginica
7.9	Virginica
7.5	Versicolor
4.5	Setosa
9.8	Virginica
5.2	Versicolor
2.7	Setosa
2.9	Setosa
6.0	Virginica
6.2	Setosa
6.0	Setosa
6.9	Versicolor
4.5	Versicolor
7.4	Virginica
5.6	Versicolor
7.1	Virginica
3.5	Setosa
8.0	Virginica
2.5	Setosa
8.3	Versicolor
4.4	Setosa
5.9	Versicolor
5.1	Setosa
9.1	Virginica
1.4	Setosa
6.0	Virginica
1.9	Setosa
7.9	Virginica
3.0	Setosa
8.3	Versicolor
