sepal.length	sepal.width	petal.length	petal.width	variety
6.4	4.4	2.7	4.7	Setosa
10.7	5.1	9.6	5.4	Virginica
5.4	2.5	8.0	4.2	Virginica
7.5	8.1	5.4	0.7	Setosa
7.0	4.4	5.5	3.1	Versicolor
8.7	5.1	4.9	1.9	Versicolor
6.3	7.4	3.4	3.7	Setosa
6.9	5.4	2.5	1.4	Setosa
5.1	4.5	6.5	1.6	Versicolor
9.8	5.8	6.6	5.5	Virginica
7.9	4.0	5.0	3.0	Versicolor
9.5	4.2	8.0	5.0	Versicolor
10.2	4.1	8.9	6.8	Virginica
9.1	3.2	5.9	1.2	Setosa
7.5	4.9	4.3	1.6	Versicolor
7.2	4.5	7.0	2.0	Virginica
7.6	4.5	7.9	3.6	Virginica
7.2	8.6	1.5	3.6	Setosa
8.0	4.0	4.8	5.8	Virginica
5.7	7.4	1.4	1.7	Setosa
8.2	6.6	5.5	3.5	Versicolor
5.8	4.5	1.9	3.3	Setosa
5.9	6.9	4.4	4.7	Setosa
8.7	6.8	9.2	6.7	Virginica
9.3	7.3	10.0	5.5	Virginica
9.1	7.9	4.5	1.7	Setosa
5.1	3.4	1.9	4.8	Setosa
6.7	3.8	8.1	3.3	Versicolor
7.1	6.2	7.7	2.3	Versicolor
7.1	3.8	3.2	2.0	Setosa
7.3	5.2	6.6	5.9	Virginica
10.8	5.7	9.4	6.3	Virginica
7.5	4.0	1.8	0.8	Setosa
9.0	2.5	4.5	1.3	Versicolor
6.8	4.8	5.3	2.9	Versicolor
7.7	5.0	9.5	6.2	Versicolor
8.7	5.4	5.3	1.8	Versicolor
7.2	3.8	6.8	3.3	Virginica
8.9	4.5	9.1	2.3	Virginica
7.9	6.6	7.6	3.8	Virginica
4.9	6.4	4.3	5.5	Versicolor
10.2	7.2	6.0	1.8	Virginica
5.9	4.9	3.3	1.9	Setosa
6.7	5.3	7.0	4.8	Versicolor
7.1	6.2	3.0	1.9	Setosa
7.1	3.0	6.0	6.0	Versicolor
8.6	4.1	6.6	1.4	Virginica
10.9	4.1	7.4	2.0	Versicolor
7.6	5.3	6.7	5.2	Versicolor
7.0	5.2	5.9	2.7	Setosa
10.9	6.2	6.2	2.8	Virginica
8.7	6.3	8.2	2.5	Virginica
10.5	7.5	6.0	5.3	Virginica
7.2	4.5	8.3	6.3	Virginica
7.5	4.7	7.6	3.5	Virginica
6.2	6.4	4.5	0.9	Setosa
5.0	5.4	4.0	3.2	Setosa
8.1	6.5	9.6	3.6	Virginica
7.9	4.6	8.0	6.3	Virginica
9.2	4.1	7.7	5.5	Versicolor
8.3	4.7	9.4	5.8	Virginica
10.9	7.4	5.8	3.8	Versicolor
9.1	4.8	5.9	0.9	Setosa
8.1	4.0	6.4	5.1	Versicolor
10.5	6.5	5.8	4.7	Virginica
8.9	5.1	3.5	3.7	Setosa
9.5	3.8	6.6	6.0	Versicolor
7.3	3.4	6.1	2.8	Virginica
10.3	5.5	8.0	5.9	Virginica
7.3	3.5	9.0	5.6	Virginica
7.5	6.5	5.6	1.6	Setosa
10.3	5.6	4.5	5.2	Versicolor
8.4	3.5	8.2	4.5	Versicolor
8.8	4.7	1.5	4.2	Setosa
5.9	6.2	4.0	2.7	Setosa
7.2	3.7	6.1	2.2	Setosa
10.1	5.5	5.9	6.3	Virginica
9.7	6.5	7.1	3.8	Virginica
7.3	7.3	8.1	4.4	Virginica
5.1	3.6	2.0	1.2	Setosa
8.3	5.4	5.1	1.7	Setosa
7.5	5.3	4.8	4.3	Setosa
6.3	6.0	1.4	1.1	Setosa
6.7	5.4	4.7	2.3	Versicolor
8.4	7.3	9.1	6.7	Virginica
7.5	4.4	4.5	3.0	Versicolor
10.1	2.9	8.1	1.3	Versicolor
4.9	7.7	3.3	2.2	Setosa
9.5	6.4	5.7	2.5	Versicolor
7.9	7.5	2.9	0.2	Setosa
9.7	4.8	6.2	4.3	Setosa
10.1	5.4	6.2	1.4	Versicolor
7.3	3.0	4.1	4.6	Setosa
5.8	3.2	7.1	2.9	Virginica
7.4	3.7	5.8	4.4	Virginica
10.0	6.3	4.0	4.8	Versicolor
9.2	3.8	7.7	5.0	Virginica
9.5	5.2	9.5	6.0	Virginica
8.8	6.8	7.9	5.3	Versicolor
6.3	5.0	3.7	0.2	Setosa
6.9	7.5	5.8	1.7	Setosa
7.1	2.8	6.9	3.0	Virginica
5.6	4.4	8.1	3.8	Versicolor
8.1	5.0	5.4	4.3	Setosa
9.0	6.7	5.7	5.4	Versicolor
