sepal.width	variety
5.2	Versicolor
7.2	Setosa
4.7	Versicolor
5.4	Versicolor
4.0	Setosa
3.5	Virginica
5.6	Versicolor
4.4	Versicolor
6.6	Virginica
4.7	Setosa
3.4	Virginica
7.9	Setosa
7.8	Virginica
2.7	Versicolor
5.8	Setosa
6.9	Versicolor
3.3	Virginica
7.4	Setosa
3.9	Versicolor
7.2	Setosa
3.8	Setosa
4.3	Virginica
7.7	Versicolor
4.9	Setosa
2.8	Versicolor
5.5	Virginica
3.9	Virginica
4.0	Versicolor
5.5	Versicolor
3.0	Virginica
7.3	Virginica
3.3	Virginica
5.3	Virginica
7.7	Setosa
4.4	Setosa
7.0	Setosa
3.7	Setosa
5.6	Versicolor
5.2	Virginica
5.1	Setosa
4.9	Versicolor
3.1	Virginica
6.3	Virginica
6.5	Virginica
2.0	Versicolor
5.9	Virginica
3.7	Virginica
4.7	Virginica
4.5	Virginica
5.5	Versicolor
7.0	Versicolor
6.6	Setosa
5.0	Versicolor
6.0	Setosa
5.2	Setosa
3.7	Virginica
4.3	Versicolor
7.3	Setosa
7.0	Virginica
6.8	Versicolor
7.5	Virginica
6.0	Versicolor
2.2	Versicolor
4.0	Setosa
4.3	Virginica
4.7	Versicolor
6.1	Versicolor
4.3	Virginica
3.9	Setosa
6.3	Virginica
2.3	Versicolor
5.0	Virginica
3.3	Virginica
5.9	Versicolor
4.6	Setosa
3.0	Versicolor
4.7	Versicolor
3.7	Virginica
6.0	Setosa
5.2	Setosa
5.0	Setosa
4.1	Setosa
3.4	Versicolor
5.1	Virginica
7.5	Setosa
6.0	Virginica
2.8	Versicolor
7.5	Versicolor
2.8	Setosa
6.0	Setosa
4.8	Setosa
6.3	Versicolor
5.2	Virginica
7.0	Virginica
5.3	Versicolor
3.5	Virginica
5.2	Setosa
5.9	Setosa
6.5	Versicolor
5.5	Virginica
4.6	Versicolor
6.8	Setosa
3.1	Versicolor
5.1	Virginica
4.1	Virginica
