sepal.width	petal.length	petal.width	variety
7.6	4.9	1.9	Versicolor
8.3	1.9	4.9	Setosa
5.1	3.0	4.7	Setosa
7.7	7.4	3.8	Virginica
7.9	3.1	0.4	Setosa
4.8	8.2	7.0	Virginica
5.7	2.5	1.2	Setosa
6.1	5.6	3.8	Virginica
3.3	6.8	5.9	Versicolor
2.7	5.8	1.9	Virginica
4.0	1.6	4.7	Setosa
7.5	4.9	4.7	Setosa
6.1	6.0	2.1	Setosa
6.8	8.1	6.9	Virginica
8.9	3.5	1.9	Setosa
2.8	11.2	6.0	Virginica
4.9	7.7	5.8	Versicolor
4.0	4.5	4.5	Versicolor
4.3	4.7	3.5	Setosa
3.9	8.0	2.0	Versicolor
6.3	3.8	4.3	Setosa
6.8	7.2	3.2	Versicolor
4.3	10.6	5.9	Virginica
7.1	2.9	3.6	Setosa
5.2	3.9	4.4	Versicolor
2.5	7.0	5.9	Virginica
4.3	5.7	5.1	Versicolor
7.2	9.7	4.8	Virginica
6.6	9.4	3.0	Versicolor
2.6	9.6	2.4	Virginica
4.0	4.3	2.7	Setosa
3.6	2.1	2.7	Setosa
3.9	7.8	2.8	Virginica
7.0	2.9	0.1	Setosa
4.7	2.4	0.7	Setosa
5.0	2.1	3.6	Setosa
7.7	8.5	4.8	Virginica
4.7	4.0	2.0	Versicolor
2.5	8.0	4.0	Versicolor
5.4	2.4	2.7	Setosa
4.0	7.4	6.3	Virginica
6.9	2.4	3.3	Setosa
4.1	10.4	2.3	Virginica
8.1	4.0	4.1	Setosa
5.3	9.1	2.0	Versicolor
4.5	2.8	3.7	Setosa
5.4	5.9	2.2	Setosa
7.0	4.6	1.8	Versicolor
3.7	4.8	3.8	Versicolor
4.0	7.8	5.1	Virginica
8.1	10.1	5.5	Virginica
5.7	8.2	2.3	Versicolor
5.4	6.6	3.8	Versicolor
7.0	3.4	2.2	Setosa
6.8	4.1	0.2	Setosa
4.5	9.2	2.5	Virginica
7.1	3.4	0.7	Setosa
3.0	5.7	4.5	Versicolor
4.5	9.8	6.7	Virginica
6.5	8.8	5.8	Virginica
6.4	2.0	3.7	Setosa
4.2	5.3	4.2	Setosa
7.0	2.8	1.3	Setosa
6.3	10.9	5.0	Virginica
3.7	7.0	2.5	Virginica
7.7	5.7	1.9	Versicolor
4.7	4.9	4.2	Setosa
6.5	4.2	5.2	Versicolor
6.4	6.8	5.8	Versicolor
7.4	4.0	1.9	Setosa
6.4	5.4	2.8	Virginica
6.3	7.6	2.3	Versicolor
3.4	5.2	1.2	Setosa
6.0	7.1	3.9	Versicolor
3.5	6.4	4.4	Versicolor
3.5	4.9	3.8	Setosa
4.8	9.4	4.5	Virginica
5.9	3.1	2.2	Setosa
5.2	1.8	1.7	Setosa
3.6	3.0	2.2	Setosa
3.8	5.0	3.3	Versicolor
4.9	4.8	5.6	Versicolor
3.0	9.7	5.8	Virginica
3.5	5.5	4.7	Setosa
2.5	8.8	2.3	Virginica
6.5	8.4	3.6	Versicolor
5.7	5.5	1.9	Setosa
7.6	7.4	6.6	Virginica
5.2	9.0	5.0	Versicolor
5.1	5.0	2.0	Versicolor
7.3	10.5	7.0	Virginica
6.9	5.3	1.5	Versicolor
6.1	7.1	4.9	Virginica
4.8	8.1	4.2	Virginica
6.5	7.6	1.8	Virginica
4.3	6.1	5.6	Virginica
2.6	4.9	3.7	Versicolor
7.0	2.4	0.3	Setosa
5.2	8.0	5.0	Versicolor
3.7	7.6	5.4	Virginica
5.0	4.2	1.7	Setosa
4.9	5.1	1.3	Versicolor
3.2	6.6	4.5	Versicolor
7.0	7.0	3.7	Virginica
6.0	10.0	4.8	Virginica
