sepal.length	sepal.width	variety
6.9	4.9	Versicolor
7.1	4.4	Versicolor
7.8	5.5	Virginica
9.8	2.7	Versicolor
8.0	4.6	Versicolor
7.7	3.1	Virginica
8.0	7.8	Setosa
6.9	6.6	Setosa
5.3	7.9	Setosa
9.3	4.7	Virginica
10.9	6.8	Virginica
8.3	4.0	Virginica
7.4	5.5	Versicolor
8.7	6.3	Virginica
7.1	3.0	Versicolor
8.4	3.9	Versicolor
8.9	4.3	Virginica
7.6	3.5	Versicolor
8.2	6.2	Setosa
6.2	5.9	Setosa
7.6	3.1	Setosa
6.0	6.7	Versicolor
5.8	4.0	Setosa
10.0	4.5	Versicolor
8.4	6.4	Setosa
6.5	4.2	Setosa
8.0	5.0	Setosa
7.9	7.2	Versicolor
10.8	6.3	Versicolor
8.5	6.0	Virginica
5.4	6.4	Setosa
8.3	7.0	Setosa
8.7	5.0	Virginica
9.8	5.7	Setosa
9.1	4.1	Setosa
11.2	2.8	Virginica
8.7	6.4	Virginica
7.3	6.7	Virginica
9.8	5.1	Versicolor
9.2	4.2	Setosa
7.7	4.0	Versicolor
6.3	4.4	Setosa
6.0	4.8	Versicolor
7.6	7.8	Setosa
9.0	3.0	Virginica
10.8	5.8	Versicolor
8.1	3.2	Versicolor
8.3	3.2	Virginica
10.8	7.9	Virginica
7.3	5.0	Versicolor
9.4	3.5	Versicolor
6.0	3.0	Virginica
7.6	3.3	Versicolor
6.1	5.3	Setosa
9.8	5.3	Virginica
10.7	3.6	Virginica
6.3	6.7	Versicolor
8.5	6.2	Virginica
10.6	4.0	Versicolor
7.1	3.3	Virginica
6.5	3.2	Virginica
9.7	7.3	Versicolor
10.0	2.9	Versicolor
8.4	6.5	Virginica
9.7	5.1	Setosa
7.9	7.2	Setosa
8.7	4.8	Virginica
6.1	5.3	Setosa
8.9	4.1	Virginica
11.3	5.9	Virginica
6.9	4.3	Virginica
8.4	7.3	Virginica
6.7	5.1	Versicolor
7.9	6.1	Virginica
8.2	3.8	Virginica
7.4	4.7	Virginica
5.5	3.2	Setosa
5.1	3.5	Setosa
9.7	4.0	Virginica
7.1	6.4	Setosa
9.9	5.4	Setosa
7.7	2.9	Versicolor
9.4	5.5	Setosa
6.0	6.4	Setosa
6.5	4.9	Setosa
4.4	3.7	Setosa
5.4	5.6	Setosa
8.2	3.5	Setosa
11.4	3.1	Versicolor
9.8	7.8	Versicolor
11.2	6.0	Versicolor
6.0	3.0	Versicolor
6.9	7.2	Virginica
11.7	4.2	Virginica
6.1	5.9	Setosa
6.2	7.8	Setosa
5.7	4.1	Versicolor
10.1	2.9	Versicolor
9.0	5.8	Versicolor
7.8	5.0	Setosa
10.7	4.8	Virginica
9.7	4.1	Virginica
10.5	6.0	Virginica
8.1	3.7	Setosa
5.4	5.1	Setosa
