sepal.width	petal.length	variety
5.1	3.5	Setosa
3.8	5.4	Versicolor
3.7	4.3	Setosa
3.5	7.3	Virginica
7.3	8.7	Virginica
6.0	4.1	Versicolor
3.7	8.1	Versicolor
6.7	9.8	Virginica
4.9	7.1	Virginica
4.2	7.7	Versicolor
5.4	7.2	Versicolor
5.5	4.7	Setosa
3.1	8.9	Versicolor
7.5	6.1	Virginica
6.9	6.1	Setosa
4.8	5.3	Setosa
4.7	5.3	Versicolor
5.1	6.5	Versicolor
4.9	5.3	Versicolor
4.6	9.6	Virginica
5.9	3.8	Versicolor
6.3	6.6	Virginica
4.8	7.2	Virginica
6.7	7.4	Versicolor
3.9	2.4	Setosa
6.3	1.9	Setosa
3.0	4.5	Versicolor
7.4	5.8	Versicolor
6.1	5.9	Virginica
7.3	7.9	Virginica
6.4	5.1	Versicolor
3.2	4.2	Setosa
4.5	8.0	Versicolor
5.5	2.8	Setosa
5.7	6.1	Versicolor
7.9	2.6	Setosa
5.9	3.8	Setosa
2.9	6.8	Virginica
5.0	3.9	Setosa
6.7	5.7	Virginica
4.5	4.3	Setosa
5.5	8.4	Versicolor
6.7	2.5	Setosa
6.2	3.8	Setosa
5.7	8.5	Versicolor
4.8	4.7	Setosa
7.3	4.0	Setosa
3.9	2.5	Setosa
4.3	6.6	Versicolor
6.9	1.4	Setosa
3.5	1.6	Setosa
6.6	7.6	Virginica
4.2	9.3	Virginica
5.7	7.9	Versicolor
4.9	6.6	Virginica
5.3	8.0	Versicolor
3.3	6.5	Versicolor
3.7	6.6	Virginica
4.7	6.5	Virginica
6.9	7.4	Virginica
3.9	2.2	Setosa
4.6	6.1	Virginica
5.0	8.5	Virginica
4.3	7.6	Versicolor
6.9	3.0	Setosa
4.5	5.2	Virginica
4.3	6.1	Virginica
3.6	2.0	Setosa
7.3	3.1	Setosa
5.4	6.1	Versicolor
6.3	7.6	Virginica
4.0	7.1	Virginica
3.8	6.8	Versicolor
5.0	4.1	Setosa
7.9	5.7	Setosa
7.6	2.0	Setosa
5.3	4.8	Versicolor
5.9	3.7	Versicolor
5.3	8.9	Virginica
6.1	11.4	Virginica
6.0	4.8	Virginica
5.0	5.9	Setosa
7.4	4.5	Versicolor
7.4	3.5	Setosa
3.1	6.0	Virginica
4.2	5.6	Virginica
6.5	8.5	Virginica
4.5	9.1	Versicolor
5.9	3.4	Setosa
6.4	5.0	Setosa
2.5	3.5	Versicolor
5.1	4.4	Versicolor
7.5	5.2	Versicolor
4.4	5.2	Versicolor
6.5	3.4	Setosa
7.7	2.0	Setosa
3.0	9.1	Virginica
4.9	2.4	Setosa
6.0	5.0	Versicolor
3.7	5.0	Versicolor
4.3	5.0	Versicolor
5.8	6.2	Setosa
5.0	8.0	Virginica
3.5	9.5	Versicolor
4.5	5.3	Setosa
