petal.length	variety
5.8	Setosa
2.9	Setosa
7.2	Versicolor
2.2	Setosa
6.9	Virginica
1.9	Setosa
6.7	Virginica
3.9	Setosa
4.7	Versicolor
1.2	Setosa
6.0	Virginica
6.3	Virginica
5.4	Setosa
7.2	Virginica
5.8	Setosa
3.8	Setosa
2.0	Setosa
4.4	Versicolor
7.6	Versicolor
7.6	Versicolor
8.9	Virginica
8.0	Versicolor
5.2	Versicolor
4.9	Versicolor
4.0	Setosa
8.9	Versicolor
3.6	Setosa
8.5	Versicolor
2.9	Setosa
8.6	Virginica
7.8	Virginica
3.8	Setosa
4.2	Setosa
6.8	Virginica
4.7	Versicolor
7.5	Virginica
7.3	Versicolor
7.5	Versicolor
1.9	Setosa
4.4	Setosa
4.4	Setosa
8.0	Virginica
8.1	Virginica
6.6	Versicolor
3.7	Setosa
6.3	Versicolor
4.4	Setosa
5.4	Virginica
7.7	Versicolor
5.1	Versicolor
9.5	Virginica
6.6	Virginica
4.5	Setosa
6.3	Virginica
2.0	Setosa
2.5	Setosa
4.0	Setosa
2.1	Setosa
9.0	Virginica
9.1	Virginica
8.0	Versicolor
5.4	Setosa
8.0	Versicolor
6.9	Virginica
8.6	Virginica
6.5	Virginica
2.2	Setosa
11.1	Virginica
5.6	Virginica
6.8	Virginica
8.5	Versicolor
9.0	Virginica
9.1	Virginica
6.6	Versicolor
6.6	Virginica
6.9	Versicolor
1.5	Setosa
1.0	Setosa
2.5	Setosa
6.3	Virginica
7.4	Virginica
6.5	Versicolor
5.0	Versicolor
8.1	Virginica
8.1	Virginica
8.6	Virginica
8.2	Versicolor
2.3	Setosa
6.0	Virginica
4.3	Versicolor
4.4	Versicolor
4.7	Versicolor
6.1	Virginica
6.2	Virginica
6.7	Virginica
6.5	Versicolor
6.1	Virginica
3.5	Setosa
5.5	Virginica
6.1	Versicolor
3.1	Setosa
4.3	Versicolor
5.4	Versicolor
7.5	Versicolor
5.0	Versicolor
