sepal.width	variety
8.0	Setosa
2.8	Virginica
7.1	Setosa
5.6	Setosa
5.0	Setosa
4.6	Virginica
4.2	Setosa
4.3	Versicolor
5.8	Virginica
6.4	Versicolor
5.6	Virginica
3.7	Virginica
6.6	Virginica
6.5	Versicolor
8.6	Setosa
4.5	Virginica
5.2	Versicolor
4.3	Versicolor
7.6	Virginica
6.5	Versicolor
3.7	Virginica
3.5	Setosa
6.7	Setosa
5.9	Virginica
5.9	Versicolor
5.8	Versicolor
3.7	Virginica
5.0	Setosa
3.2	Versicolor
2.8	Versicolor
5.4	Setosa
4.5	Setosa
3.3	Setosa
2.2	Versicolor
7.8	Setosa
5.4	Setosa
5.0	Versicolor
5.0	Virginica
4.0	Virginica
5.7	Setosa
7.1	Setosa
4.4	Setosa
3.8	Virginica
4.4	Virginica
3.7	Versicolor
7.4	Versicolor
5.4	Versicolor
4.4	Setosa
5.3	Virginica
5.3	Versicolor
5.6	Virginica
4.5	Virginica
7.4	Setosa
4.9	Versicolor
3.7	Setosa
3.6	Versicolor
7.7	Setosa
3.9	Setosa
7.0	Setosa
6.3	Setosa
6.6	Versicolor
4.5	Setosa
3.8	Setosa
4.7	Virginica
4.6	Virginica
4.6	Versicolor
5.7	Versicolor
3.0	Versicolor
7.5	Virginica
5.4	Setosa
3.7	Virginica
7.2	Versicolor
6.8	Virginica
6.7	Virginica
3.3	Setosa
3.7	Virginica
3.0	Virginica
5.8	Setosa
3.4	Versicolor
4.4	Versicolor
4.5	Setosa
4.6	Setosa
7.2	Setosa
6.3	Versicolor
6.7	Virginica
4.0	Versicolor
4.2	Versicolor
3.9	Versicolor
6.0	Versicolor
6.9	Versicolor
3.3	Virginica
5.0	Virginica
5.1	Virginica
3.5	Virginica
6.4	Setosa
4.5	Virginica
3.5	Virginica
4.5	Versicolor
5.2	Setosa
3.8	Virginica
3.8	Virginica
3.6	Setosa
7.1	Setosa
6.3	Versicolor
4.9	Virginica
