sepal.length	sepal.width	petal.length	variety
9.9	3.5	5.6	Virginica
5.9	5.1	4.0	Setosa
10.3	6.0	5.4	Versicolor
7.3	7.5	8.0	Virginica
10.2	7.4	1.5	Setosa
8.2	7.6	2.0	Setosa
7.3	7.1	4.0	Versicolor
9.5	3.9	4.5	Setosa
8.2	5.4	7.8	Versicolor
8.5	5.4	3.6	Setosa
6.6	5.3	3.1	Setosa
8.0	6.9	4.7	Versicolor
8.9	3.1	7.5	Virginica
7.0	3.4	6.3	Versicolor
7.2	2.5	6.8	Virginica
9.2	7.3	8.7	Virginica
7.0	7.7	4.7	Versicolor
6.6	7.5	5.4	Virginica
9.1	7.4	1.9	Setosa
8.5	2.9	6.5	Versicolor
6.5	3.5	7.7	Virginica
5.1	5.2	2.5	Setosa
5.7	5.9	5.2	Versicolor
7.7	7.7	3.1	Setosa
7.1	6.4	9.1	Versicolor
11.8	6.4	7.3	Virginica
7.6	7.0	6.1	Versicolor
5.9	6.2	4.0	Setosa
5.8	4.2	5.6	Versicolor
8.9	5.1	8.9	Virginica
9.1	5.8	1.9	Setosa
10.7	7.0	10.6	Virginica
6.9	4.1	6.6	Virginica
9.6	6.3	3.7	Setosa
8.4	4.2	10.2	Virginica
7.7	3.9	8.9	Virginica
8.4	4.5	7.0	Versicolor
7.2	2.8	4.5	Versicolor
9.6	6.0	5.0	Versicolor
9.1	2.5	3.5	Versicolor
9.4	4.5	6.2	Versicolor
9.9	7.3	5.6	Virginica
6.7	4.1	9.1	Virginica
7.3	5.0	5.2	Setosa
7.0	3.7	5.7	Setosa
7.0	4.2	7.6	Versicolor
8.4	5.9	5.3	Versicolor
10.8	5.8	8.4	Versicolor
6.8	4.6	3.1	Setosa
9.2	4.7	1.3	Setosa
9.3	7.4	9.1	Virginica
7.2	3.2	8.0	Versicolor
7.2	7.4	2.9	Setosa
9.0	6.0	5.3	Virginica
6.9	4.1	5.9	Setosa
8.2	8.3	7.7	Virginica
6.5	4.3	4.0	Versicolor
6.7	5.3	5.6	Versicolor
9.3	2.7	4.4	Versicolor
9.4	5.3	9.9	Virginica
10.8	6.3	8.8	Versicolor
7.6	7.0	4.9	Setosa
6.8	4.0	2.6	Setosa
6.9	6.1	5.0	Setosa
6.6	7.7	5.4	Setosa
8.1	3.1	9.1	Virginica
9.1	2.5	5.4	Versicolor
6.5	5.7	7.5	Versicolor
5.4	5.9	3.8	Versicolor
8.8	4.9	6.1	Virginica
5.0	6.8	1.4	Setosa
10.3	5.8	8.6	Virginica
10.9	5.7	8.8	Virginica
9.7	6.8	8.8	Virginica
8.7	6.0	4.0	Setosa
9.7	5.5	8.5	Versicolor
8.2	3.1	3.5	Versicolor
6.5	2.5	4.0	Versicolor
9.5	7.1	8.9	Versicolor
6.0	5.7	3.4	Setosa
7.4	4.0	1.9	Setosa
5.6	7.2	7.2	Versicolor
9.0	7.1	2.4	Setosa
7.3	4.8	9.5	Virginica
6.5	8.0	3.6	Setosa
9.9	5.9	5.0	Setosa
7.0	5.5	3.6	Setosa
10.3	4.3	9.2	Versicolor
7.1	7.4	4.0	Setosa
6.5	3.5	8.0	Versicolor
7.3	3.3	7.1	Virginica
8.8	4.9	3.9	Setosa
9.1	7.8	4.5	Setosa
6.7	3.8	1.7	Setosa
7.4	5.9	5.7	Setosa
10.3	6.7	6.9	Virginica
6.4	8.4	3.3	Setosa
7.6	5.8	5.5	Versicolor
10.1	6.9	8.1	Versicolor
6.4	6.9	4.4	Setosa
8.1	3.5	5.9	Setosa
9.2	7.1	7.2	Versicolor
8.1	5.6	4.0	Setosa
9.6	5.0	4.4	Versicolor
9.5	6.0	3.8	Setosa
