petal.width	variety
3.7	Virginica
1.6	Versicolor
5.8	Versicolor
3.9	Virginica
4.5	Virginica
3.3	Setosa
4.2	Setosa
2.7	Setosa
6.0	Virginica
1.2	Setosa
2.4	Versicolor
0.2	Setosa
3.3	Virginica
5.0	Virginica
3.8	Versicolor
5.0	Versicolor
6.8	Virginica
5.0	Virginica
4.4	Setosa
2.4	Virginica
2.7	Setosa
2.8	Versicolor
5.8	Versicolor
2.4	Virginica
1.3	Versicolor
0.7	Setosa
4.3	Virginica
4.5	Virginica
1.4	Setosa
3.3	Versicolor
1.6	Setosa
1.2	Setosa
6.3	Virginica
5.8	Virginica
0.2	Setosa
2.7	Virginica
4.8	Virginica
1.8	Versicolor
6.3	Virginica
4.7	Versicolor
3.9	Setosa
1.0	Versicolor
4.3	Virginica
3.6	Versicolor
2.7	Setosa
5.1	Versicolor
3.0	Versicolor
2.2	Setosa
3.2	Setosa
2.7	Setosa
1.1	Setosa
1.2	Setosa
3.1	Virginica
0.4	Setosa
1.5	Versicolor
2.5	Virginica
0.7	Setosa
6.3	Virginica
5.9	Virginica
1.2	Setosa
3.4	Versicolor
2.9	Setosa
5.8	Versicolor
5.8	Versicolor
3.3	Virginica
6.1	Virginica
4.6	Versicolor
1.5	Versicolor
2.2	Versicolor
2.5	Versicolor
6.0	Virginica
5.1	Virginica
4.1	Setosa
4.8	Virginica
4.9	Virginica
2.9	Setosa
2.8	Virginica
4.0	Virginica
1.5	Versicolor
2.4	Versicolor
2.3	Versicolor
5.1	Versicolor
3.7	Versicolor
1.7	Setosa
3.7	Setosa
2.0	Versicolor
6.3	Virginica
3.9	Versicolor
1.9	Versicolor
2.2	Setosa
1.2	Versicolor
0.2	Setosa
3.7	Virginica
3.3	Setosa
4.0	Versicolor
1.0	Versicolor
5.9	Virginica
6.0	Versicolor
3.8	Virginica
1.3	Setosa
2.0	Versicolor
2.1	Virginica
1.5	Versicolor
1.3	Versicolor
3.4	Virginica
