petal.length	petal.width	variety
6.9	2.1	Versicolor
1.9	4.6	Setosa
7.7	2.0	Versicolor
1.9	4.3	Setosa
4.9	2.3	Setosa
10.1	5.4	Virginica
6.0	1.8	Versicolor
6.1	4.8	Virginica
6.1	4.4	Virginica
6.1	5.5	Virginica
8.0	5.0	Versicolor
2.9	1.2	Setosa
9.9	2.6	Virginica
5.7	1.0	Setosa
4.4	1.9	Versicolor
4.5	3.7	Virginica
5.6	1.8	Versicolor
5.7	2.5	Virginica
1.5	4.2	Setosa
3.0	2.1	Setosa
8.3	2.8	Virginica
3.4	2.7	Setosa
1.3	4.8	Setosa
5.6	2.3	Versicolor
7.3	4.8	Versicolor
6.5	5.5	Virginica
3.0	3.7	Setosa
5.0	3.7	Setosa
5.9	1.7	Versicolor
10.4	6.0	Virginica
3.7	2.2	Setosa
8.9	5.2	Versicolor
7.1	1.9	Versicolor
4.0	5.1	Versicolor
4.4	3.2	Setosa
5.1	4.6	Versicolor
1.6	0.2	Setosa
8.2	3.1	Virginica
3.5	2.2	Setosa
6.7	4.8	Versicolor
4.7	2.4	Setosa
5.7	5.8	Versicolor
2.0	2.9	Setosa
5.5	4.6	Virginica
5.8	2.0	Versicolor
8.1	5.9	Virginica
6.4	6.1	Virginica
5.8	4.7	Setosa
7.3	5.8	Virginica
5.2	0.2	Setosa
7.0	6.3	Virginica
8.6	4.0	Virginica
5.0	4.5	Versicolor
5.6	6.0	Versicolor
4.6	2.7	Setosa
7.7	3.9	Versicolor
3.4	1.7	Setosa
3.6	0.9	Setosa
5.8	1.8	Versicolor
5.9	0.4	Setosa
8.8	4.4	Versicolor
9.5	3.8	Virginica
1.7	3.2	Setosa
3.5	1.3	Setosa
4.5	3.7	Versicolor
8.5	3.3	Versicolor
2.1	1.6	Setosa
9.2	3.7	Versicolor
6.7	1.6	Versicolor
7.1	4.8	Versicolor
3.4	4.2	Setosa
9.1	3.5	Virginica
5.2	0.8	Setosa
4.4	4.3	Setosa
5.6	2.2	Setosa
6.4	4.0	Versicolor
6.5	4.1	Versicolor
2.1	4.2	Setosa
4.4	4.4	Versicolor
5.2	4.9	Versicolor
8.5	4.5	Versicolor
10.3	2.1	Virginica
6.8	4.6	Versicolor
8.4	3.8	Virginica
1.8	0.7	Setosa
5.0	5.3	Versicolor
7.6	2.3	Virginica
7.5	4.0	Versicolor
1.4	2.2	Setosa
5.8	3.8	Versicolor
5.4	2.4	Versicolor
9.7	6.8	Virginica
7.5	2.5	Versicolor
9.3	5.8	Virginica
8.6	5.9	Virginica
3.0	2.2	Setosa
5.4	3.7	Setosa
7.1	3.8	Virginica
6.2	5.7	Versicolor
5.4	4.3	Versicolor
4.6	2.1	Setosa
5.5	1.0	Versicolor
6.1	3.4	Virginica
2.0	0.7	Setosa
5.2	5.3	Virginica
