petal.length	variety
9.7	Virginica
9.6	Virginica
4.7	Versicolor
3.0	Versicolor
5.2	Setosa
4.5	Versicolor
4.4	Versicolor
1.9	Setosa
2.6	Setosa
9.4	Virginica
4.0	Setosa
5.6	Versicolor
7.9	Virginica
4.8	Setosa
8.7	Versicolor
7.8	Versicolor
2.1	Setosa
1.5	Setosa
5.3	Setosa
6.0	Virginica
2.9	Setosa
2.9	Setosa
1.3	Setosa
8.8	Virginica
5.6	Virginica
6.8	Versicolor
2.9	Setosa
8.0	Versicolor
7.3	Virginica
6.9	Virginica
7.8	Virginica
8.0	Virginica
2.7	Setosa
7.6	Versicolor
8.8	Virginica
7.4	Versicolor
5.5	Versicolor
3.9	Setosa
10.9	Virginica
1.5	Setosa
6.4	Setosa
5.2	Versicolor
9.3	Virginica
2.4	Setosa
9.0	Virginica
8.8	Versicolor
5.4	Setosa
5.3	Virginica
4.5	Setosa
8.0	Versicolor
6.7	Virginica
6.2	Versicolor
4.6	Versicolor
4.6	Versicolor
5.9	Setosa
3.3	Setosa
2.7	Setosa
2.6	Setosa
7.1	Virginica
7.8	Virginica
4.0	Setosa
3.4	Setosa
7.9	Virginica
8.6	Virginica
3.0	Setosa
6.0	Setosa
5.6	Virginica
8.6	Virginica
5.2	Versicolor
8.6	Virginica
8.7	Virginica
5.8	Setosa
6.4	Virginica
9.3	Versicolor
10.6	Virginica
8.2	Versicolor
9.4	Virginica
4.2	Setosa
5.6	Setosa
9.0	Versicolor
9.0	Virginica
8.8	Virginica
5.7	Versicolor
5.9	Virginica
10.0	Virginica
6.1	Virginica
5.0	Setosa
7.5	Versicolor
8.7	Virginica
5.4	Versicolor
7.1	Virginica
6.5	Virginica
7.6	Virginica
9.0	Virginica
2.0	Setosa
4.9	Setosa
8.4	Versicolor
1.7	Setosa
2.6	Setosa
4.7	Versicolor
5.0	Setosa
6.2	Virginica
3.1	Setosa
5.4	Versicolor
5.4	Versicolor
