petal.length	variety
3.9	Setosa
7.0	Versicolor
5.4	Versicolor
6.1	Virginica
8.6	Virginica
5.8	Setosa
5.5	Versicolor
4.9	Setosa
5.6	Setosa
5.0	Setosa
8.3	Versicolor
7.5	Versicolor
3.4	Setosa
9.6	Virginica
3.4	Setosa
5.5	Virginica
4.7	Setosa
6.9	Virginica
3.2	Setosa
1.3	Setosa
5.7	Setosa
4.4	Setosa
7.5	Versicolor
6.1	Setosa
5.5	Versicolor
5.2	Versicolor
6.0	Virginica
7.5	Versicolor
5.2	Versicolor
9.1	Virginica
11.2	Virginica
3.8	Versicolor
5.5	Setosa
6.6	Versicolor
7.1	Virginica
7.1	Virginica
8.6	Virginica
7.4	Versicolor
8.1	Virginica
8.7	Versicolor
8.4	Virginica
4.8	Versicolor
8.3	Virginica
8.7	Versicolor
9.7	Virginica
4.0	Setosa
7.8	Virginica
4.1	Versicolor
3.6	Setosa
5.9	Versicolor
1.9	Setosa
8.3	Versicolor
7.4	Versicolor
7.6	Virginica
5.5	Setosa
8.9	Virginica
5.5	Setosa
5.5	Versicolor
4.0	Setosa
5.2	Versicolor
10.6	Virginica
9.1	Versicolor
1.9	Setosa
7.1	Virginica
10.0	Virginica
4.0	Setosa
7.9	Versicolor
2.6	Setosa
9.3	Virginica
8.6	Versicolor
8.9	Versicolor
5.3	Setosa
4.5	Setosa
6.2	Setosa
7.8	Virginica
3.1	Setosa
7.2	Versicolor
4.3	Versicolor
2.3	Setosa
7.5	Virginica
7.1	Versicolor
1.9	Setosa
7.5	Versicolor
8.9	Virginica
8.6	Virginica
5.9	Virginica
3.0	Setosa
8.7	Versicolor
4.5	Versicolor
9.8	Virginica
5.8	Versicolor
5.0	Setosa
1.9	Setosa
8.9	Versicolor
9.1	Virginica
2.0	Setosa
7.7	Versicolor
4.6	Versicolor
1.8	Setosa
2.7	Setosa
5.6	Virginica
9.2	Virginica
8.1	Virginica
2.8	Setosa
2.9	Setosa
