sepal.length	sepal.width	petal.length	variety
7.9	7.3	6.6	Virginica
7.8	2.5	9.0	Virginica
4.5	2.3	3.3	Setosa
6.8	5.0	2.1	Setosa
8.1	5.9	4.9	Setosa
6.5	5.0	5.0	Versicolor
8.7	5.1	3.0	Setosa
10.5	4.0	5.2	Virginica
10.0	6.5	5.8	Setosa
6.4	3.4	5.7	Setosa
7.6	3.6	3.5	Setosa
7.7	6.9	4.2	Versicolor
9.4	5.0	7.0	Versicolor
9.7	3.6	8.4	Virginica
7.5	6.4	5.0	Versicolor
10.1	3.5	8.4	Versicolor
10.0	3.5	9.5	Virginica
10.3	7.2	6.4	Versicolor
7.6	5.5	5.9	Virginica
6.5	2.2	6.0	Versicolor
9.0	3.0	6.3	Virginica
8.5	5.2	9.6	Virginica
7.5	5.4	5.5	Versicolor
4.4	3.0	3.8	Setosa
4.4	6.4	1.4	Setosa
7.4	3.9	6.8	Versicolor
7.8	3.7	6.1	Virginica
10.4	6.6	9.9	Virginica
9.0	5.4	1.6	Setosa
6.9	5.9	5.5	Setosa
8.3	4.3	4.9	Versicolor
9.8	6.8	7.6	Virginica
8.8	7.7	6.9	Virginica
9.6	5.4	4.0	Setosa
8.8	5.9	8.3	Virginica
6.5	6.9	4.7	Versicolor
6.7	7.7	4.6	Setosa
8.3	3.0	4.9	Versicolor
10.4	4.2	7.8	Virginica
6.7	3.6	5.6	Virginica
5.8	3.9	6.4	Setosa
5.7	2.8	7.1	Versicolor
8.9	7.7	5.8	Versicolor
10.5	3.8	6.6	Versicolor
9.3	5.1	5.5	Versicolor
5.5	6.3	4.5	Versicolor
9.3	6.9	6.6	Virginica
8.9	4.7	7.8	Virginica
5.1	6.8	1.7	Setosa
7.2	4.4	8.9	Virginica
10.7	3.0	9.8	Virginica
7.7	2.7	6.5	Versicolor
8.9	4.1	1.5	Setosa
7.3	6.6	6.1	Setosa
9.8	8.2	2.0	Setosa
4.9	6.0	3.9	Setosa
6.3	6.0	2.9	Setosa
6.2	6.4	3.9	Setosa
8.6	5.5	6.4	Virginica
9.6	3.6	8.6	Virginica
4.8	5.9	6.1	Setosa
11.2	5.0	5.2	Virginica
7.7	5.0	7.3	Virginica
9.1	4.3	3.6	Setosa
6.3	8.5	1.7	Setosa
9.7	3.5	10.6	Virginica
5.8	3.7	5.1	Virginica
9.7	4.6	7.2	Versicolor
7.4	6.4	5.3	Versicolor
8.9	6.6	3.4	Setosa
9.8	6.8	5.1	Virginica
4.6	5.2	4.9	Setosa
8.1	5.5	7.5	Versicolor
6.4	5.5	6.5	Virginica
6.5	7.9	2.5	Setosa
7.7	3.8	7.0	Versicolor
8.6	2.5	8.4	Versicolor
10.5	4.2	8.0	Virginica
6.2	5.5	5.0	Setosa
6.6	4.2	7.7	Versicolor
11.2	3.8	10.7	Virginica
5.7	3.0	4.2	Versicolor
8.1	4.8	6.2	Versicolor
10.0	3.5	8.8	Virginica
6.4	3.9	4.8	Setosa
10.3	6.7	8.4	Virginica
6.3	6.4	8.1	Virginica
8.4	5.7	2.3	Setosa
7.5	7.0	2.8	Setosa
9.7	6.8	2.2	Setosa
7.1	3.7	5.0	Setosa
7.9	6.6	5.5	Setosa
6.0	6.2	1.2	Setosa
7.0	3.6	7.4	Versicolor
7.7	6.7	8.4	Versicolor
8.9	7.0	8.1	Virginica
9.7	6.0	6.0	Virginica
9.4	6.6	10.0	Virginica
7.6	4.8	6.0	Versicolor
4.8	3.5	1.9	Setosa
5.9	6.2	3.0	Setosa
7.2	5.1	8.0	Versicolor
9.2	5.9	8.3	Versicolor
7.4	7.3	6.6	Virginica
7.4	4.5	4.7	Versicolor
