sepal.length	sepal.width	variety
9.6	6.0	Virginica
10.1	6.0	Versicolor
9.0	6.4	Versicolor
6.8	3.0	Versicolor
7.6	7.7	Setosa
9.9	5.7	Setosa
9.5	4.2	Setosa
5.2	6.2	Versicolor
7.1	6.5	Versicolor
9.2	5.8	Virginica
5.9	6.4	Versicolor
11.1	5.5	Virginica
9.0	4.5	Setosa
5.8	5.7	Versicolor
9.9	3.8	Virginica
6.8	5.0	Setosa
7.9	5.6	Setosa
10.9	5.3	Virginica
8.1	3.5	Versicolor
8.6	3.7	Versicolor
10.5	6.7	Versicolor
6.1	5.4	Versicolor
6.9	4.9	Setosa
6.1	5.0	Versicolor
8.2	2.8	Virginica
10.5	3.7	Virginica
6.7	6.0	Setosa
7.6	6.3	Versicolor
8.2	4.0	Virginica
9.7	4.0	Virginica
5.1	3.1	Setosa
5.5	5.5	Setosa
5.6	3.5	Versicolor
6.5	7.1	Versicolor
10.8	6.8	Virginica
6.3	4.3	Versicolor
7.5	5.5	Setosa
10.9	6.2	Versicolor
5.0	5.9	Setosa
9.8	4.2	Virginica
10.3	3.4	Virginica
7.7	4.9	Virginica
9.0	4.2	Virginica
11.7	3.3	Virginica
9.2	7.4	Versicolor
8.8	6.7	Virginica
5.7	3.6	Versicolor
7.2	6.2	Setosa
10.2	5.3	Versicolor
8.7	4.6	Versicolor
8.0	6.7	Versicolor
7.1	3.4	Setosa
9.1	4.9	Setosa
8.3	6.2	Virginica
6.4	4.4	Versicolor
8.7	4.8	Setosa
9.1	4.6	Virginica
7.8	2.6	Versicolor
6.1	8.0	Setosa
9.5	6.1	Setosa
11.5	5.2	Versicolor
7.3	3.5	Setosa
6.8	4.4	Setosa
8.6	4.9	Versicolor
4.9	2.5	Virginica
6.5	4.3	Setosa
8.3	2.8	Versicolor
9.7	6.0	Versicolor
9.7	3.1	Virginica
5.1	6.8	Setosa
10.0	6.5	Virginica
4.4	4.4	Setosa
5.2	4.7	Setosa
7.7	6.9	Setosa
7.6	3.3	Setosa
7.3	7.5	Setosa
7.0	4.0	Virginica
7.7	7.1	Virginica
5.0	4.3	Setosa
9.5	3.0	Virginica
8.1	4.2	Setosa
7.7	7.1	Setosa
6.5	3.5	Versicolor
6.9	4.7	Versicolor
6.0	4.4	Setosa
6.1	6.5	Setosa
8.4	6.6	Virginica
9.2	3.7	Versicolor
9.6	4.3	Setosa
6.5	5.8	Versicolor
8.8	6.6	Setosa
7.4	7.0	Versicolor
12.2	4.0	Virginica
10.2	5.3	Versicolor
7.8	3.4	Virginica
6.9	5.6	Virginica
8.0	6.3	Versicolor
7.9	6.6	Setosa
6.4	6.4	Setosa
8.7	5.4	Versicolor
7.3	4.7	Virginica
7.4	5.7	Virginica
9.3	4.0	Virginica
10.3	3.5	Virginica
9.1	5.8	Setosa
