petal.width	variety
3.9	Setosa
5.4	Versicolor
5.8	Virginica
5.2	Versicolor
6.5	Virginica
3.8	Versicolor
4.8	Versicolor
2.5	Versicolor
0.8	Setosa
0.9	Setosa
4.6	Setosa
1.8	Setosa
2.3	Versicolor
0.7	Setosa
6.6	Virginica
3.9	Setosa
5.3	Versicolor
2.4	Setosa
5.8	Versicolor
3.4	Virginica
4.9	Virginica
2.9	Versicolor
5.5	Versicolor
4.4	Setosa
1.3	Setosa
3.3	Virginica
4.7	Virginica
3.7	Setosa
3.3	Virginica
2.5	Versicolor
4.7	Versicolor
1.7	Setosa
5.0	Versicolor
3.3	Setosa
4.2	Setosa
1.9	Versicolor
3.2	Versicolor
2.7	Setosa
3.2	Setosa
5.8	Virginica
5.6	Versicolor
1.2	Setosa
3.3	Virginica
2.7	Setosa
3.0	Versicolor
3.9	Versicolor
5.0	Virginica
5.3	Versicolor
1.6	Setosa
5.1	Versicolor
3.7	Versicolor
2.7	Setosa
3.3	Versicolor
4.9	Versicolor
1.2	Versicolor
2.8	Virginica
1.7	Setosa
3.5	Versicolor
4.9	Virginica
2.7	Virginica
1.0	Versicolor
0.7	Setosa
5.1	Versicolor
4.6	Versicolor
2.0	Virginica
1.7	Setosa
5.5	Virginica
2.3	Versicolor
0.2	Setosa
4.8	Setosa
3.8	Setosa
3.7	Setosa
2.0	Versicolor
2.6	Setosa
3.8	Virginica
0.7	Setosa
2.6	Virginica
4.7	Setosa
2.1	Setosa
3.2	Setosa
5.5	Versicolor
5.5	Versicolor
4.6	Virginica
4.1	Setosa
5.3	Virginica
5.1	Virginica
1.7	Setosa
6.8	Virginica
5.5	Versicolor
1.5	Virginica
4.5	Versicolor
5.8	Virginica
3.0	Setosa
5.4	Virginica
2.3	Virginica
5.5	Versicolor
3.9	Virginica
4.7	Setosa
3.7	Setosa
4.8	Virginica
2.4	Virginica
4.8	Versicolor
4.3	Versicolor
2.5	Versicolor
4.0	Virginica
