petal.width	variety
3.0	Virginica
5.3	Versicolor
2.3	Virginica
1.2	Setosa
3.8	Versicolor
5.3	Versicolor
4.5	Versicolor
2.7	Setosa
2.9	Virginica
5.4	Versicolor
0.2	Setosa
6.1	Versicolor
1.0	Setosa
4.3	Virginica
4.9	Versicolor
2.1	Setosa
2.1	Virginica
4.8	Virginica
2.2	Setosa
2.7	Setosa
1.2	Setosa
3.4	Setosa
3.0	Virginica
3.7	Setosa
1.4	Versicolor
0.9	Setosa
6.3	Virginica
5.6	Virginica
1.3	Setosa
2.2	Setosa
3.6	Virginica
3.6	Versicolor
4.5	Virginica
2.3	Virginica
5.6	Versicolor
3.5	Versicolor
2.2	Setosa
5.4	Versicolor
2.7	Setosa
3.7	Setosa
2.0	Virginica
5.3	Virginica
0.7	Setosa
0.7	Setosa
2.8	Versicolor
4.0	Versicolor
4.8	Virginica
1.8	Versicolor
0.9	Setosa
2.4	Virginica
1.8	Setosa
2.8	Setosa
2.2	Setosa
4.8	Virginica
2.2	Setosa
6.0	Versicolor
1.2	Setosa
0.9	Setosa
3.2	Setosa
1.3	Versicolor
5.0	Versicolor
1.3	Versicolor
3.7	Versicolor
4.6	Versicolor
4.2	Setosa
4.3	Versicolor
6.5	Virginica
5.0	Versicolor
2.9	Virginica
1.8	Versicolor
4.1	Virginica
4.2	Versicolor
4.3	Setosa
6.2	Versicolor
2.3	Virginica
3.7	Setosa
4.5	Versicolor
2.2	Virginica
1.9	Virginica
2.7	Setosa
6.3	Virginica
3.1	Virginica
0.2	Setosa
2.8	Versicolor
4.2	Setosa
1.4	Setosa
3.1	Setosa
2.3	Versicolor
4.6	Setosa
2.0	Versicolor
0.7	Setosa
2.3	Versicolor
0.3	Setosa
0.7	Setosa
3.1	Setosa
3.2	Virginica
2.5	Virginica
5.0	Versicolor
5.2	Versicolor
5.2	Versicolor
2.3	Versicolor
6.0	Versicolor
2.3	Virginica
6.5	Virginica
6.7	Virginica
