sepal.length	sepal.width	variety
7.8	3.7	Versicolor
9.0	6.0	Setosa
8.9	8.1	Setosa
11.0	4.0	Virginica
9.9	6.5	Versicolor
6.4	4.0	Setosa
6.7	5.8	Versicolor
8.3	6.7	Setosa
8.2	2.7	Versicolor
5.8	5.5	Setosa
7.5	7.4	Versicolor
10.0	4.9	Versicolor
7.4	3.5	Virginica
6.8	7.5	Virginica
7.5	4.4	Versicolor
9.1	5.0	Versicolor
10.8	6.4	Virginica
6.2	5.9	Versicolor
8.3	6.2	Versicolor
9.4	6.0	Setosa
5.6	5.5	Versicolor
5.6	8.3	Setosa
6.5	2.6	Versicolor
7.6	3.0	Versicolor
7.9	4.2	Versicolor
7.8	4.5	Setosa
6.2	6.4	Virginica
10.0	4.0	Virginica
4.6	4.7	Setosa
9.4	7.6	Versicolor
6.3	5.7	Virginica
9.3	2.8	Versicolor
7.9	6.9	Versicolor
5.9	6.0	Virginica
6.9	7.2	Virginica
10.3	2.8	Virginica
8.9	6.9	Setosa
9.4	6.5	Versicolor
8.1	3.9	Setosa
6.1	5.8	Setosa
8.0	6.5	Setosa
8.0	7.4	Setosa
10.7	5.0	Virginica
7.3	5.1	Versicolor
9.1	3.4	Versicolor
10.3	6.8	Versicolor
7.2	6.6	Setosa
10.0	5.2	Setosa
6.2	6.6	Versicolor
5.6	6.3	Setosa
9.9	5.9	Setosa
6.6	5.6	Setosa
10.7	5.6	Versicolor
6.7	5.8	Setosa
10.9	5.6	Virginica
7.0	3.5	Setosa
9.6	6.8	Versicolor
7.4	5.7	Setosa
7.4	3.2	Virginica
6.5	7.5	Virginica
6.4	6.2	Versicolor
8.2	6.9	Setosa
11.6	3.0	Virginica
7.5	3.2	Virginica
8.6	7.6	Setosa
9.4	3.9	Versicolor
10.7	7.2	Virginica
5.7	3.9	Versicolor
7.7	6.0	Virginica
8.7	5.1	Virginica
5.9	3.2	Setosa
11.2	4.3	Virginica
10.2	5.8	Versicolor
4.8	6.6	Setosa
7.9	3.2	Virginica
7.7	3.2	Setosa
10.0	5.2	Versicolor
9.0	4.8	Setosa
8.8	4.7	Virginica
5.5	3.0	Versicolor
5.9	3.9	Setosa
9.7	3.5	Virginica
10.1	5.3	Versicolor
10.7	4.5	Virginica
9.1	7.3	Setosa
10.1	3.3	Virginica
7.5	8.1	Setosa
9.5	5.2	Virginica
8.5	2.0	Versicolor
7.5	7.3	Setosa
7.3	7.2	Virginica
8.7	3.0	Versicolor
6.7	4.0	Virginica
5.6	5.0	Versicolor
8.5	3.5	Setosa
9.9	4.6	Virginica
9.8	3.4	Virginica
7.6	4.0	Setosa
8.7	3.6	Virginica
10.5	3.8	Versicolor
9.2	7.3	Virginica
4.9	4.9	Setosa
7.5	4.4	Setosa
6.3	6.7	Virginica
9.0	6.2	Versicolor
