petal.width	variety
5.4	Virginica
5.8	Versicolor
5.8	Virginica
4.1	Versicolor
5.4	Virginica
4.1	Setosa
3.2	Setosa
3.9	Setosa
4.4	Virginica
6.8	Virginica
5.5	Virginica
2.3	Virginica
5.6	Virginica
2.8	Virginica
6.5	Virginica
5.0	Virginica
2.2	Virginica
3.9	Versicolor
4.7	Virginica
0.2	Setosa
3.1	Setosa
4.5	Virginica
3.8	Virginica
6.8	Virginica
2.2	Versicolor
1.8	Versicolor
4.8	Versicolor
3.0	Versicolor
2.1	Setosa
1.4	Setosa
2.3	Versicolor
3.5	Versicolor
4.1	Versicolor
4.8	Versicolor
1.5	Virginica
1.8	Virginica
6.3	Virginica
3.7	Setosa
0.7	Setosa
3.0	Versicolor
5.6	Versicolor
1.2	Setosa
4.4	Setosa
1.7	Setosa
4.8	Virginica
5.9	Versicolor
1.4	Setosa
3.7	Versicolor
1.2	Setosa
3.6	Versicolor
5.5	Versicolor
1.7	Setosa
2.0	Virginica
3.7	Setosa
2.1	Versicolor
5.4	Versicolor
6.2	Virginica
4.3	Virginica
3.8	Versicolor
2.2	Setosa
3.7	Setosa
2.7	Virginica
1.3	Setosa
2.8	Setosa
4.5	Virginica
4.7	Versicolor
3.4	Virginica
2.9	Versicolor
5.3	Versicolor
3.4	Setosa
4.2	Setosa
3.9	Versicolor
4.2	Setosa
3.7	Setosa
3.7	Setosa
1.5	Versicolor
3.3	Virginica
5.8	Virginica
2.3	Setosa
7.0	Virginica
4.5	Versicolor
2.3	Virginica
2.1	Setosa
4.3	Virginica
1.3	Setosa
2.3	Versicolor
4.2	Versicolor
3.1	Setosa
4.6	Virginica
4.9	Virginica
2.5	Virginica
2.7	Setosa
0.7	Setosa
5.9	Virginica
5.6	Virginica
4.2	Setosa
6.3	Virginica
3.8	Virginica
3.5	Versicolor
2.6	Virginica
6.4	Virginica
3.4	Virginica
3.8	Setosa
4.5	Virginica
6.6	Virginica
