sepal.length	sepal.width	variety
10.1	5.0	Virginica
11.4	2.8	Virginica
5.8	6.7	Versicolor
6.9	4.7	Versicolor
7.4	4.9	Versicolor
7.7	5.1	Virginica
7.1	5.0	Versicolor
10.7	4.2	Virginica
5.7	3.2	Versicolor
6.0	3.5	Setosa
8.2	3.9	Virginica
9.2	4.0	Versicolor
9.9	6.4	Setosa
9.8	2.7	Virginica
8.1	3.8	Setosa
9.8	4.2	Virginica
11.2	5.5	Virginica
9.0	3.2	Virginica
10.8	7.8	Versicolor
5.5	2.5	Versicolor
8.7	6.4	Versicolor
5.9	5.5	Versicolor
7.0	5.3	Setosa
7.7	5.3	Virginica
7.1	5.3	Setosa
5.6	3.5	Versicolor
9.2	5.3	Setosa
8.9	6.7	Virginica
7.0	6.1	Setosa
7.4	4.4	Setosa
4.8	5.1	Setosa
7.4	5.2	Setosa
10.0	3.0	Virginica
7.2	7.1	Virginica
5.8	6.7	Versicolor
7.7	7.0	Virginica
10.3	7.2	Virginica
6.8	4.0	Setosa
5.4	6.2	Setosa
9.6	7.7	Setosa
8.8	3.8	Virginica
7.5	5.3	Versicolor
8.1	6.1	Setosa
9.6	4.7	Versicolor
6.7	7.5	Versicolor
10.0	5.5	Virginica
8.7	5.4	Setosa
10.6	7.3	Versicolor
7.7	7.1	Versicolor
7.5	4.4	Setosa
5.9	7.0	Virginica
6.9	7.5	Virginica
10.2	8.9	Setosa
5.7	6.1	Versicolor
6.9	3.0	Setosa
11.4	7.1	Virginica
8.6	5.5	Virginica
11.0	7.5	Virginica
8.9	5.8	Virginica
8.7	5.8	Versicolor
8.9	6.1	Virginica
7.1	2.6	Virginica
6.5	6.6	Versicolor
5.7	3.5	Setosa
6.1	6.3	Setosa
9.4	5.9	Setosa
11.4	4.1	Virginica
9.8	2.3	Versicolor
7.6	5.4	Setosa
7.0	8.7	Setosa
6.9	4.6	Setosa
9.6	8.0	Setosa
8.8	5.4	Setosa
8.6	6.0	Setosa
6.9	7.4	Versicolor
8.6	5.0	Versicolor
8.2	6.8	Virginica
9.6	3.4	Setosa
7.0	4.8	Versicolor
5.9	3.9	Setosa
7.0	6.9	Versicolor
10.8	4.5	Versicolor
6.0	4.3	Setosa
8.3	4.2	Setosa
5.5	6.9	Setosa
7.7	2.8	Versicolor
6.5	3.5	Setosa
8.2	6.1	Virginica
6.8	7.3	Virginica
9.5	6.5	Virginica
7.0	6.0	Setosa
7.5	6.9	Versicolor
6.7	7.2	Setosa
7.6	4.5	Virginica
6.9	5.2	Virginica
8.0	5.7	Setosa
6.6	7.2	Setosa
8.6	6.0	Versicolor
7.3	4.5	Setosa
9.5	2.7	Versicolor
9.7	5.0	Virginica
8.2	5.6	Setosa
5.0	5.5	Versicolor
7.2	5.8	Virginica
10.4	7.7	Versicolor
