sepal.length	variety
8.6	Setosa
10.7	Virginica
12.1	Virginica
10.9	Virginica
10.5	Virginica
6.5	Versicolor
9.2	Versicolor
11.2	Virginica
8.8	Versicolor
9.6	Versicolor
11.2	Virginica
9.9	Virginica
4.9	Virginica
10.4	Virginica
7.1	Virginica
8.6	Versicolor
10.5	Virginica
8.8	Setosa
6.2	Setosa
4.9	Versicolor
5.6	Versicolor
6.6	Setosa
5.6	Setosa
8.7	Setosa
7.9	Setosa
9.3	Setosa
5.7	Setosa
9.0	Versicolor
10.2	Virginica
7.2	Versicolor
9.9	Versicolor
5.8	Versicolor
8.6	Versicolor
6.5	Versicolor
8.2	Virginica
9.0	Virginica
8.3	Versicolor
7.6	Virginica
6.3	Setosa
5.3	Setosa
7.2	Virginica
7.5	Versicolor
7.9	Setosa
7.0	Versicolor
6.4	Setosa
9.3	Versicolor
9.6	Setosa
9.9	Versicolor
9.8	Virginica
8.7	Setosa
7.5	Setosa
5.6	Setosa
6.7	Setosa
9.0	Versicolor
8.5	Setosa
7.3	Setosa
10.3	Virginica
8.6	Virginica
9.9	Virginica
8.2	Virginica
5.1	Setosa
7.8	Virginica
7.8	Virginica
6.3	Setosa
4.6	Setosa
5.9	Setosa
7.9	Virginica
9.0	Versicolor
8.7	Versicolor
6.1	Versicolor
9.0	Setosa
7.2	Versicolor
7.8	Setosa
7.6	Versicolor
10.0	Versicolor
6.7	Virginica
7.2	Virginica
9.5	Versicolor
8.7	Versicolor
9.2	Virginica
9.0	Setosa
8.8	Virginica
7.4	Setosa
5.5	Setosa
9.3	Versicolor
10.1	Versicolor
10.1	Versicolor
6.3	Setosa
5.6	Versicolor
7.9	Virginica
9.2	Versicolor
8.4	Versicolor
9.6	Setosa
7.2	Virginica
7.3	Versicolor
8.0	Setosa
7.3	Versicolor
11.2	Versicolor
9.0	Setosa
7.2	Setosa
8.5	Versicolor
8.5	Setosa
8.1	Setosa
8.0	Versicolor
8.3	Virginica
