sepal.length	variety
7.1	Versicolor
10.2	Versicolor
10.2	Virginica
7.7	Setosa
9.9	Virginica
8.6	Versicolor
9.3	Versicolor
10.7	Virginica
8.5	Versicolor
10.5	Versicolor
7.9	Setosa
6.8	Virginica
7.5	Setosa
8.0	Versicolor
7.2	Virginica
9.4	Setosa
7.8	Virginica
9.0	Versicolor
9.4	Virginica
8.7	Versicolor
6.4	Virginica
6.7	Versicolor
8.0	Setosa
8.6	Versicolor
6.7	Setosa
9.2	Versicolor
11.4	Virginica
7.4	Virginica
9.5	Setosa
7.9	Setosa
7.2	Versicolor
7.9	Setosa
8.6	Versicolor
7.0	Setosa
8.8	Setosa
11.0	Virginica
7.6	Setosa
5.1	Versicolor
7.4	Virginica
7.0	Versicolor
7.2	Setosa
7.9	Virginica
6.7	Setosa
9.6	Versicolor
6.2	Versicolor
9.6	Versicolor
7.7	Virginica
10.1	Virginica
6.7	Virginica
6.1	Setosa
10.1	Virginica
6.5	Setosa
9.3	Versicolor
8.5	Versicolor
9.1	Virginica
9.1	Setosa
8.7	Virginica
6.3	Setosa
11.0	Virginica
10.3	Virginica
8.8	Setosa
10.2	Versicolor
9.4	Setosa
8.5	Setosa
6.7	Setosa
6.2	Setosa
11.0	Virginica
6.4	Setosa
7.6	Versicolor
9.5	Versicolor
12.2	Virginica
6.9	Versicolor
10.9	Virginica
10.2	Virginica
8.4	Setosa
7.9	Setosa
8.3	Versicolor
8.8	Virginica
6.1	Setosa
9.9	Setosa
7.3	Virginica
9.5	Versicolor
7.6	Setosa
7.0	Versicolor
5.9	Setosa
5.1	Setosa
8.5	Setosa
8.3	Setosa
8.9	Virginica
10.1	Virginica
8.9	Virginica
6.9	Setosa
10.9	Versicolor
6.2	Versicolor
10.8	Virginica
9.5	Setosa
10.1	Versicolor
7.6	Setosa
10.8	Virginica
5.6	Setosa
9.9	Versicolor
10.5	Versicolor
9.9	Versicolor
10.0	Versicolor
7.3	Virginica
