petal.length	variety
3.0	Versicolor
6.6	Versicolor
2.7	Setosa
5.4	Versicolor
8.1	Virginica
1.9	Setosa
7.8	Versicolor
6.1	Setosa
7.7	Versicolor
6.8	Virginica
5.1	Versicolor
7.7	Versicolor
4.6	Versicolor
8.6	Virginica
9.1	Virginica
7.7	Versicolor
1.9	Setosa
7.4	Virginica
9.7	Virginica
7.9	Versicolor
4.0	Setosa
5.6	Virginica
4.0	Setosa
4.5	Versicolor
7.1	Virginica
6.1	Versicolor
4.5	Setosa
4.7	Setosa
2.4	Setosa
2.4	Setosa
8.5	Versicolor
6.0	Versicolor
3.5	Setosa
5.4	Virginica
5.4	Setosa
5.0	Versicolor
9.0	Virginica
5.0	Versicolor
5.2	Versicolor
4.4	Setosa
5.6	Versicolor
4.0	Setosa
7.5	Versicolor
7.0	Virginica
2.2	Setosa
7.9	Virginica
2.8	Setosa
5.7	Versicolor
7.0	Virginica
7.4	Versicolor
7.2	Virginica
10.6	Virginica
5.2	Setosa
7.0	Versicolor
7.0	Versicolor
3.5	Setosa
8.6	Virginica
9.8	Virginica
10.7	Virginica
8.3	Virginica
3.1	Setosa
8.8	Virginica
6.6	Versicolor
2.0	Setosa
2.1	Setosa
6.0	Virginica
5.4	Virginica
2.8	Setosa
5.3	Setosa
10.1	Virginica
10.8	Virginica
6.8	Virginica
3.9	Setosa
7.7	Versicolor
5.1	Setosa
8.0	Versicolor
9.8	Virginica
2.5	Setosa
2.2	Setosa
5.6	Virginica
10.1	Virginica
1.2	Setosa
2.9	Setosa
7.4	Versicolor
4.4	Setosa
5.3	Setosa
3.6	Setosa
7.8	Versicolor
6.1	Versicolor
4.2	Versicolor
7.4	Versicolor
8.3	Versicolor
10.2	Virginica
8.5	Virginica
4.8	Setosa
2.5	Setosa
7.1	Virginica
6.3	Virginica
2.9	Setosa
6.5	Virginica
6.5	Versicolor
7.7	Virginica
5.6	Versicolor
5.3	Versicolor
5.6	Virginica
