sepal.length	variety
5.3	Setosa
6.1	Setosa
8.7	Versicolor
8.2	Versicolor
7.9	Setosa
10.3	Virginica
7.6	Setosa
6.3	Versicolor
9.5	Virginica
4.6	Setosa
7.7	Virginica
6.3	Setosa
7.3	Setosa
6.6	Setosa
10.6	Virginica
8.9	Virginica
8.5	Setosa
6.5	Setosa
6.0	Versicolor
8.3	Versicolor
9.0	Setosa
7.6	Setosa
9.8	Virginica
8.4	Versicolor
9.0	Virginica
6.6	Setosa
7.7	Versicolor
6.1	Setosa
6.7	Virginica
8.4	Versicolor
8.8	Virginica
9.9	Virginica
11.0	Virginica
9.7	Setosa
9.9	Versicolor
8.4	Setosa
9.8	Virginica
7.2	Setosa
10.7	Virginica
5.5	Setosa
8.6	Versicolor
6.1	Setosa
8.7	Setosa
7.1	Virginica
9.2	Versicolor
7.4	Setosa
7.3	Setosa
7.0	Setosa
9.9	Virginica
9.1	Virginica
9.4	Setosa
7.3	Virginica
7.0	Virginica
8.5	Setosa
7.5	Setosa
8.5	Setosa
9.5	Versicolor
6.5	Versicolor
8.2	Virginica
8.4	Virginica
9.5	Versicolor
9.8	Virginica
7.4	Virginica
8.5	Virginica
6.9	Versicolor
10.4	Virginica
8.2	Virginica
4.8	Setosa
7.6	Setosa
10.1	Versicolor
5.7	Versicolor
6.9	Virginica
5.7	Versicolor
8.7	Setosa
10.9	Virginica
7.1	Setosa
8.4	Setosa
9.3	Setosa
5.3	Setosa
6.8	Virginica
8.0	Versicolor
6.0	Versicolor
5.9	Setosa
6.2	Versicolor
8.1	Versicolor
9.8	Versicolor
8.4	Versicolor
7.6	Versicolor
8.2	Versicolor
9.5	Setosa
8.3	Virginica
9.4	Setosa
8.4	Virginica
8.3	Versicolor
10.3	Virginica
10.9	Virginica
8.2	Virginica
8.7	Virginica
5.3	Setosa
8.0	Versicolor
6.1	Virginica
5.9	Setosa
7.7	Setosa
8.7	Virginica
7.4	Setosa
