sepal.width	petal.length	variety
3.2	2.7	Setosa
3.3	4.5	Versicolor
3.8	4.7	Versicolor
7.1	6.5	Versicolor
3.1	7.4	Virginica
4.2	9.0	Virginica
5.3	7.1	Virginica
6.9	5.0	Versicolor
2.8	7.3	Versicolor
3.7	7.1	Virginica
2.8	6.1	Versicolor
6.0	1.6	Setosa
4.9	2.7	Setosa
6.6	4.0	Setosa
4.9	9.6	Virginica
6.2	8.5	Virginica
7.3	10.9	Virginica
7.1	1.0	Setosa
7.5	5.1	Versicolor
5.8	3.8	Setosa
3.6	6.9	Virginica
4.6	5.1	Setosa
5.6	5.4	Setosa
6.7	5.5	Setosa
3.4	6.8	Versicolor
4.0	5.9	Setosa
3.7	7.0	Versicolor
7.0	5.4	Versicolor
3.7	8.1	Virginica
5.0	6.5	Versicolor
7.5	2.7	Setosa
6.0	3.9	Setosa
8.3	6.7	Virginica
4.4	4.3	Setosa
6.1	4.0	Setosa
6.5	9.7	Virginica
5.5	8.2	Versicolor
5.9	2.6	Setosa
3.5	2.8	Setosa
5.7	8.8	Virginica
4.5	6.4	Versicolor
3.4	5.9	Virginica
7.0	6.5	Virginica
5.5	1.4	Setosa
2.3	6.9	Versicolor
7.2	3.9	Versicolor
6.9	5.3	Versicolor
7.8	8.7	Virginica
6.8	4.2	Setosa
4.9	2.5	Setosa
8.1	7.1	Virginica
4.5	5.7	Virginica
4.4	8.6	Virginica
5.7	5.3	Virginica
3.5	7.1	Versicolor
5.8	6.6	Virginica
7.1	9.0	Virginica
3.3	9.0	Virginica
5.5	10.4	Virginica
6.2	8.7	Versicolor
3.3	5.2	Versicolor
6.7	5.1	Versicolor
7.9	4.0	Setosa
3.6	8.1	Virginica
3.8	4.9	Setosa
3.4	10.3	Virginica
5.0	5.3	Virginica
4.0	8.6	Virginica
3.3	7.5	Versicolor
5.5	5.5	Virginica
4.4	1.6	Setosa
4.0	4.3	Setosa
4.6	5.9	Versicolor
3.0	2.9	Setosa
7.0	8.0	Virginica
6.4	6.2	Versicolor
4.5	2.3	Setosa
6.8	6.8	Virginica
5.3	4.7	Setosa
5.3	10.1	Virginica
3.6	1.5	Setosa
4.9	1.5	Setosa
4.5	1.6	Setosa
6.5	5.5	Virginica
4.3	8.1	Versicolor
4.0	8.1	Virginica
7.8	4.6	Setosa
4.4	3.4	Setosa
5.7	3.8	Setosa
6.7	8.9	Virginica
4.4	2.7	Setosa
6.8	8.6	Virginica
6.9	9.0	Versicolor
7.4	4.0	Setosa
5.8	6.4	Virginica
6.0	4.9	Versicolor
4.5	8.6	Virginica
6.0	6.0	Versicolor
5.9	2.9	Setosa
6.9	8.3	Versicolor
4.0	6.4	Virginica
2.9	3.6	Versicolor
3.0	4.5	Versicolor
7.7	1.9	Setosa
8.1	1.9	Setosa
