sepal.length	sepal.width	petal.length	variety
8.6	4.5	3.9	Setosa
8.0	6.7	6.5	Versicolor
9.8	4.1	6.5	Versicolor
4.7	3.7	2.3	Setosa
7.1	8.2	2.5	Setosa
7.2	6.2	9.0	Virginica
12.4	6.3	9.9	Virginica
8.8	6.2	1.5	Setosa
8.3	4.4	9.6	Virginica
5.4	6.1	2.0	Setosa
11.7	4.6	9.9	Virginica
8.3	3.3	10.5	Virginica
8.0	6.5	10.3	Virginica
10.2	7.3	6.3	Virginica
7.3	3.5	8.9	Versicolor
9.7	4.4	4.7	Versicolor
8.3	6.4	5.4	Setosa
4.9	6.0	6.5	Virginica
8.0	5.4	8.0	Versicolor
11.6	6.0	6.9	Virginica
8.2	6.8	7.2	Virginica
7.7	7.3	9.2	Virginica
6.9	7.4	1.9	Setosa
9.0	5.2	9.6	Virginica
6.8	5.5	8.5	Virginica
9.4	7.6	6.6	Virginica
7.2	5.2	8.5	Versicolor
9.1	6.6	1.5	Setosa
8.5	2.9	4.3	Versicolor
8.7	3.5	8.6	Virginica
7.2	6.3	9.7	Virginica
9.1	6.0	6.4	Versicolor
8.4	7.1	9.9	Virginica
8.7	4.1	8.0	Versicolor
9.1	3.5	9.0	Versicolor
10.3	4.2	5.1	Virginica
8.6	5.9	7.2	Versicolor
10.6	7.3	6.0	Versicolor
7.9	5.2	10.2	Virginica
7.9	6.2	8.0	Versicolor
7.0	2.7	8.0	Virginica
9.4	3.0	6.2	Versicolor
8.3	3.5	5.1	Setosa
6.4	6.9	3.0	Setosa
6.0	4.8	6.0	Versicolor
7.1	7.4	5.6	Versicolor
9.6	7.5	5.9	Virginica
10.8	5.3	8.3	Versicolor
8.7	5.0	7.7	Versicolor
7.8	5.3	6.2	Versicolor
4.5	6.3	5.3	Setosa
6.5	5.4	5.6	Setosa
7.6	3.5	6.6	Versicolor
9.7	6.1	2.0	Setosa
7.0	8.0	2.8	Setosa
9.1	3.1	6.0	Setosa
5.0	3.7	5.7	Setosa
7.5	8.0	3.8	Setosa
6.9	3.9	1.3	Setosa
6.1	6.4	5.4	Setosa
10.4	3.1	10.0	Virginica
10.3	5.7	5.1	Versicolor
8.8	6.5	9.5	Virginica
9.7	7.6	9.2	Versicolor
9.8	3.8	6.4	Versicolor
9.4	7.0	5.1	Virginica
8.9	4.4	6.3	Versicolor
6.9	4.7	9.8	Virginica
9.1	3.3	8.7	Versicolor
8.1	3.0	5.9	Versicolor
7.7	6.3	6.2	Setosa
7.1	3.5	1.4	Setosa
9.0	5.7	7.2	Versicolor
8.0	3.9	1.5	Setosa
9.5	6.0	3.6	Setosa
9.7	5.9	6.9	Virginica
9.2	3.3	9.7	Virginica
8.6	2.8	5.9	Virginica
5.5	7.0	7.5	Versicolor
6.4	5.9	2.7	Setosa
9.7	7.4	1.4	Setosa
9.2	6.6	10.6	Virginica
8.2	4.1	5.6	Virginica
9.3	5.6	6.1	Setosa
9.1	5.9	7.6	Versicolor
5.9	7.0	6.5	Versicolor
10.4	5.8	5.6	Virginica
5.1	4.0	7.0	Versicolor
7.7	5.0	6.0	Versicolor
6.1	4.0	5.1	Versicolor
8.7	6.9	2.5	Setosa
8.3	6.8	5.1	Virginica
5.7	3.7	8.4	Versicolor
10.0	4.8	4.6	Versicolor
7.0	4.5	5.1	Setosa
7.4	4.6	5.9	Versicolor
5.4	3.9	3.2	Setosa
6.9	6.2	6.8	Virginica
8.9	2.8	6.6	Virginica
8.0	7.6	1.9	Setosa
10.2	5.5	9.0	Virginica
9.3	4.2	5.4	Virginica
5.7	4.8	7.1	Versicolor
11.7	3.5	9.3	Virginica
9.2	5.5	7.3	Virginica
