petal.length	variety
5.9	Versicolor
5.0	Setosa
9.6	Virginica
5.0	Versicolor
2.9	Setosa
1.7	Setosa
1.5	Setosa
1.3	Setosa
1.3	Setosa
5.9	Virginica
6.0	Virginica
5.6	Virginica
8.4	Versicolor
9.5	Virginica
2.4	Setosa
2.1	Setosa
7.9	Versicolor
1.7	Setosa
6.0	Versicolor
5.0	Virginica
7.0	Versicolor
7.5	Virginica
6.8	Versicolor
6.7	Versicolor
5.9	Setosa
8.7	Virginica
5.4	Setosa
4.3	Versicolor
1.4	Setosa
5.7	Virginica
5.0	Setosa
2.5	Setosa
3.8	Setosa
8.2	Versicolor
6.4	Virginica
7.6	Virginica
6.2	Virginica
9.3	Virginica
6.1	Virginica
7.1	Virginica
5.0	Versicolor
5.5	Setosa
7.1	Virginica
5.0	Setosa
2.0	Setosa
3.4	Setosa
8.0	Versicolor
5.6	Versicolor
1.6	Setosa
10.0	Virginica
8.9	Virginica
6.4	Virginica
8.3	Virginica
7.8	Virginica
4.9	Virginica
5.1	Setosa
5.8	Setosa
7.0	Versicolor
6.3	Versicolor
2.5	Setosa
4.8	Versicolor
9.8	Virginica
5.2	Virginica
5.6	Setosa
5.4	Setosa
5.7	Virginica
5.1	Virginica
7.5	Versicolor
6.3	Virginica
4.8	Versicolor
5.8	Versicolor
6.6	Virginica
5.4	Setosa
6.4	Virginica
9.1	Virginica
5.1	Versicolor
6.6	Virginica
8.5	Versicolor
8.4	Virginica
2.9	Setosa
8.3	Versicolor
6.1	Virginica
1.4	Setosa
1.7	Setosa
8.4	Virginica
5.3	Setosa
1.9	Setosa
4.5	Versicolor
8.2	Virginica
6.3	Virginica
2.6	Setosa
6.6	Virginica
7.5	Versicolor
5.9	Versicolor
3.4	Setosa
7.0	Versicolor
9.0	Virginica
6.5	Virginica
6.6	Virginica
6.1	Setosa
4.0	Versicolor
5.1	Setosa
7.4	Versicolor
1.7	Setosa
2.9	Setosa
