petal.width	variety
2.8	Virginica
2.7	Virginica
5.6	Virginica
3.8	Versicolor
2.6	Versicolor
3.2	Setosa
4.8	Virginica
3.0	Versicolor
2.2	Setosa
1.1	Setosa
3.8	Versicolor
5.9	Virginica
3.4	Versicolor
4.7	Setosa
3.0	Virginica
6.0	Versicolor
1.2	Versicolor
3.4	Virginica
3.9	Virginica
3.7	Virginica
5.1	Setosa
5.8	Virginica
6.3	Virginica
4.5	Versicolor
1.7	Setosa
3.6	Versicolor
4.2	Setosa
2.8	Setosa
4.8	Versicolor
4.7	Setosa
5.9	Versicolor
5.0	Virginica
3.6	Versicolor
4.0	Versicolor
3.8	Virginica
1.4	Setosa
3.7	Setosa
3.5	Virginica
1.8	Versicolor
4.8	Virginica
4.3	Setosa
6.9	Virginica
2.7	Versicolor
4.2	Setosa
3.5	Versicolor
5.5	Versicolor
3.7	Setosa
0.4	Setosa
0.7	Setosa
1.7	Setosa
3.8	Setosa
5.5	Versicolor
3.4	Versicolor
2.2	Versicolor
5.4	Virginica
2.0	Versicolor
6.0	Versicolor
5.2	Virginica
1.8	Virginica
3.5	Versicolor
3.8	Versicolor
0.9	Setosa
2.7	Setosa
3.7	Setosa
4.0	Virginica
3.4	Setosa
6.5	Virginica
4.3	Setosa
1.2	Setosa
3.4	Setosa
2.1	Virginica
2.0	Versicolor
3.0	Versicolor
2.5	Virginica
6.3	Virginica
0.7	Setosa
2.1	Versicolor
6.1	Virginica
4.0	Versicolor
3.8	Versicolor
1.7	Setosa
6.1	Versicolor
1.8	Virginica
0.3	Setosa
4.5	Virginica
1.9	Versicolor
3.9	Virginica
5.8	Virginica
3.6	Virginica
4.2	Versicolor
3.4	Setosa
3.8	Virginica
3.8	Virginica
4.4	Virginica
1.2	Setosa
4.5	Versicolor
4.6	Versicolor
4.5	Versicolor
3.9	Versicolor
5.4	Versicolor
1.2	Setosa
3.1	Virginica
4.8	Setosa
3.7	Setosa
1.2	Setosa
