sepal.length	sepal.width	petal.length	variety
8.6	3.9	5.1	Versicolor
8.8	4.8	9.0	Virginica
7.5	6.5	6.3	Virginica
7.7	3.2	3.3	Setosa
9.7	7.1	1.5	Setosa
7.2	7.1	5.2	Versicolor
10.8	4.9	5.6	Virginica
9.0	5.4	9.0	Versicolor
5.7	7.4	6.2	Versicolor
7.5	4.4	5.6	Setosa
6.9	6.3	7.1	Virginica
7.5	5.5	4.1	Setosa
8.8	7.5	5.9	Setosa
8.4	6.6	5.9	Virginica
5.7	4.6	8.0	Versicolor
6.9	4.1	1.4	Setosa
10.5	3.0	8.5	Virginica
8.1	6.7	2.9	Setosa
7.7	5.0	8.0	Versicolor
5.5	8.1	3.9	Setosa
6.6	6.5	8.6	Versicolor
7.7	6.3	3.7	Setosa
8.1	4.9	6.1	Versicolor
6.4	6.1	4.5	Setosa
6.8	6.0	1.4	Setosa
9.7	5.1	6.6	Virginica
11.2	3.3	7.7	Virginica
9.1	2.6	9.6	Virginica
8.2	4.3	7.7	Virginica
6.7	4.2	5.0	Versicolor
6.8	5.0	5.1	Setosa
7.2	5.3	10.2	Virginica
4.9	7.1	5.0	Setosa
10.4	4.3	9.6	Virginica
10.2	6.4	5.0	Setosa
8.5	7.5	1.6	Setosa
9.1	4.3	5.0	Setosa
11.2	7.0	9.2	Virginica
5.9	5.5	6.5	Versicolor
7.4	4.6	9.4	Versicolor
9.5	5.4	1.5	Setosa
6.0	3.8	4.8	Versicolor
11.1	6.0	4.9	Versicolor
7.0	7.2	9.6	Virginica
5.4	8.4	3.2	Setosa
8.3	5.0	6.0	Virginica
9.0	6.0	5.5	Versicolor
8.6	7.7	5.5	Setosa
10.2	4.7	7.0	Virginica
10.3	2.6	7.5	Versicolor
9.9	3.2	9.8	Virginica
10.6	4.3	7.7	Versicolor
8.2	3.8	8.8	Virginica
10.6	4.4	8.2	Versicolor
9.4	6.3	9.1	Virginica
9.5	3.9	5.2	Versicolor
10.2	6.1	5.6	Virginica
7.3	3.8	7.7	Versicolor
8.6	6.0	7.1	Virginica
6.6	5.9	3.0	Setosa
10.3	3.7	7.1	Virginica
10.5	6.2	4.7	Versicolor
6.9	4.0	1.8	Setosa
8.9	7.7	10.2	Virginica
7.6	5.8	8.9	Virginica
10.7	6.4	4.8	Versicolor
5.2	4.5	3.0	Setosa
5.7	3.3	7.1	Versicolor
9.4	3.2	6.8	Versicolor
8.0	4.0	6.0	Versicolor
9.6	6.0	7.4	Versicolor
8.1	4.5	7.9	Virginica
8.0	6.8	3.4	Setosa
8.3	5.0	1.7	Setosa
8.3	2.7	6.4	Virginica
8.4	7.4	1.8	Setosa
5.5	7.2	4.9	Setosa
6.7	3.5	9.5	Virginica
5.9	3.4	2.2	Setosa
6.3	3.9	1.6	Setosa
7.1	7.3	4.2	Setosa
9.3	3.3	5.8	Versicolor
8.5	7.5	4.8	Setosa
8.6	4.3	5.6	Setosa
7.8	6.9	6.8	Virginica
7.2	6.2	2.1	Setosa
11.9	5.8	10.4	Virginica
6.8	5.7	6.6	Virginica
11.2	5.1	11.4	Virginica
6.4	3.1	8.5	Virginica
6.4	3.9	1.5	Setosa
5.3	4.1	4.6	Setosa
9.5	2.6	6.4	Versicolor
7.6	6.0	9.1	Versicolor
7.6	5.1	5.0	Setosa
9.6	3.8	2.9	Setosa
7.6	3.7	7.2	Versicolor
9.2	4.5	6.3	Virginica
8.5	7.5	9.8	Virginica
4.4	7.7	3.3	Setosa
4.6	3.6	4.0	Setosa
11.0	5.0	5.7	Virginica
9.8	5.8	4.4	Versicolor
6.5	3.3	4.5	Versicolor
7.8	5.5	7.0	Virginica
