petal.length	variety
4.5	Setosa
1.4	Setosa
7.5	Virginica
2.0	Setosa
4.7	Setosa
6.8	Virginica
7.5	Versicolor
9.0	Virginica
7.7	Versicolor
5.1	Versicolor
6.0	Setosa
9.0	Virginica
6.2	Setosa
1.9	Setosa
5.6	Virginica
6.1	Setosa
8.0	Virginica
4.4	Versicolor
5.6	Versicolor
5.2	Versicolor
8.1	Virginica
5.9	Virginica
7.2	Virginica
4.8	Setosa
6.6	Virginica
7.0	Virginica
4.1	Setosa
5.6	Virginica
7.4	Virginica
2.3	Setosa
1.3	Setosa
5.9	Versicolor
4.9	Versicolor
4.6	Setosa
5.9	Setosa
3.6	Setosa
4.9	Versicolor
2.9	Setosa
5.8	Setosa
3.9	Setosa
5.7	Versicolor
8.0	Virginica
7.5	Versicolor
7.7	Virginica
7.4	Versicolor
9.1	Virginica
4.0	Setosa
10.1	Virginica
5.7	Virginica
5.5	Setosa
9.0	Virginica
2.2	Setosa
6.2	Versicolor
4.2	Setosa
7.6	Versicolor
6.7	Virginica
7.4	Virginica
2.4	Setosa
8.3	Virginica
4.6	Setosa
8.5	Versicolor
6.6	Virginica
9.0	Versicolor
5.0	Setosa
10.4	Virginica
4.0	Versicolor
7.0	Versicolor
8.9	Versicolor
6.6	Versicolor
4.0	Setosa
5.7	Versicolor
6.2	Versicolor
8.9	Virginica
4.1	Versicolor
9.3	Virginica
9.8	Virginica
7.7	Versicolor
7.7	Versicolor
4.6	Setosa
5.9	Setosa
4.8	Versicolor
4.4	Setosa
6.9	Virginica
5.4	Setosa
8.5	Versicolor
7.6	Versicolor
10.6	Virginica
8.0	Versicolor
9.1	Virginica
7.6	Virginica
4.9	Versicolor
4.9	Setosa
8.3	Virginica
7.6	Virginica
2.3	Setosa
9.2	Versicolor
8.1	Virginica
3.8	Versicolor
9.5	Virginica
2.1	Setosa
9.0	Virginica
2.9	Setosa
5.0	Setosa
8.3	Virginica
4.3	Versicolor
