sepal.width	variety
6.2	Virginica
5.7	Setosa
5.9	Setosa
2.6	Versicolor
3.9	Versicolor
6.8	Virginica
4.3	Versicolor
3.0	Setosa
6.2	Virginica
5.4	Setosa
5.0	Versicolor
6.6	Setosa
4.0	Setosa
3.8	Virginica
2.8	Versicolor
3.4	Virginica
5.2	Virginica
6.0	Setosa
6.9	Versicolor
6.3	Virginica
6.7	Virginica
3.7	Virginica
3.7	Versicolor
5.9	Virginica
5.5	Virginica
4.7	Versicolor
6.9	Setosa
3.2	Versicolor
2.5	Virginica
5.0	Virginica
5.3	Setosa
7.5	Virginica
6.8	Versicolor
3.8	Virginica
6.7	Virginica
5.9	Setosa
6.2	Setosa
5.5	Virginica
6.0	Versicolor
6.5	Versicolor
4.0	Virginica
3.7	Setosa
5.6	Setosa
4.1	Setosa
3.2	Versicolor
4.0	Versicolor
4.3	Virginica
3.7	Virginica
4.1	Virginica
5.5	Setosa
6.0	Virginica
2.3	Versicolor
3.4	Versicolor
3.9	Setosa
3.3	Setosa
6.5	Versicolor
5.3	Versicolor
3.0	Versicolor
5.4	Versicolor
6.0	Versicolor
5.6	Setosa
5.3	Versicolor
7.1	Virginica
4.6	Versicolor
6.5	Versicolor
6.6	Setosa
7.0	Virginica
4.0	Versicolor
6.5	Virginica
5.8	Setosa
7.9	Versicolor
5.4	Versicolor
4.9	Virginica
5.2	Virginica
3.5	Virginica
6.8	Virginica
4.4	Setosa
5.3	Virginica
3.7	Versicolor
3.4	Versicolor
7.0	Setosa
4.0	Setosa
3.2	Virginica
7.5	Versicolor
6.1	Virginica
6.6	Virginica
4.0	Setosa
4.5	Setosa
5.1	Virginica
5.1	Setosa
4.2	Versicolor
5.6	Setosa
6.9	Versicolor
4.7	Setosa
4.4	Setosa
6.9	Setosa
4.9	Setosa
3.5	Versicolor
6.6	Versicolor
4.9	Setosa
4.3	Setosa
2.4	Versicolor
3.0	Virginica
5.2	Virginica
2.7	Versicolor
