sepal.length	variety
10.4	Versicolor
9.9	Virginica
10.9	Virginica
7.4	Setosa
9.2	Setosa
10.7	Versicolor
6.4	Versicolor
8.5	Versicolor
9.4	Versicolor
11.5	Versicolor
7.7	Virginica
6.1	Virginica
8.6	Setosa
6.5	Setosa
9.3	Versicolor
5.0	Setosa
7.1	Setosa
8.0	Versicolor
7.5	Setosa
7.2	Versicolor
7.1	Setosa
9.8	Virginica
9.2	Virginica
8.8	Virginica
8.0	Virginica
9.7	Virginica
7.5	Setosa
5.5	Setosa
11.2	Virginica
9.7	Versicolor
10.3	Virginica
6.5	Versicolor
6.4	Setosa
8.2	Setosa
11.7	Virginica
7.0	Versicolor
5.5	Setosa
10.1	Versicolor
4.8	Setosa
5.1	Setosa
9.0	Setosa
10.3	Virginica
8.8	Virginica
11.9	Virginica
11.2	Virginica
8.9	Versicolor
7.1	Virginica
6.3	Virginica
7.4	Setosa
11.2	Virginica
6.3	Versicolor
8.0	Setosa
9.3	Virginica
7.4	Versicolor
5.3	Setosa
9.4	Virginica
7.6	Virginica
8.8	Setosa
7.1	Versicolor
6.7	Versicolor
8.4	Virginica
10.0	Versicolor
11.3	Virginica
8.0	Versicolor
9.3	Setosa
10.1	Versicolor
9.9	Virginica
7.7	Versicolor
8.3	Virginica
8.5	Virginica
8.8	Versicolor
5.1	Setosa
6.2	Versicolor
7.8	Setosa
7.6	Versicolor
10.9	Virginica
5.0	Setosa
8.2	Virginica
6.5	Virginica
9.6	Versicolor
7.9	Setosa
7.1	Versicolor
6.3	Setosa
9.7	Setosa
9.1	Setosa
9.6	Versicolor
7.4	Virginica
6.1	Setosa
9.1	Versicolor
7.1	Versicolor
5.9	Setosa
9.1	Virginica
7.8	Versicolor
6.6	Setosa
7.2	Virginica
9.2	Virginica
6.1	Setosa
7.4	Setosa
7.7	Virginica
7.5	Versicolor
8.2	Versicolor
9.3	Versicolor
9.2	Virginica
9.5	Versicolor
7.0	Versicolor
