sepal.width	petal.length	variety
5.4	5.0	Versicolor
5.8	7.7	Versicolor
7.3	7.2	Virginica
4.4	3.0	Setosa
4.8	4.8	Setosa
7.2	1.2	Setosa
4.9	6.6	Virginica
8.9	5.0	Setosa
4.9	4.7	Setosa
4.0	6.0	Virginica
6.3	8.3	Virginica
6.7	4.8	Versicolor
7.5	2.4	Setosa
4.5	5.4	Versicolor
5.8	10.7	Virginica
7.4	6.3	Versicolor
5.0	7.0	Versicolor
5.2	9.6	Virginica
6.3	2.9	Setosa
5.1	7.7	Versicolor
6.3	5.6	Virginica
4.2	5.0	Setosa
4.2	9.8	Virginica
5.4	5.6	Setosa
3.3	6.0	Versicolor
7.7	5.4	Setosa
3.2	6.0	Virginica
5.0	6.5	Virginica
5.2	6.0	Versicolor
7.4	5.2	Versicolor
3.7	8.4	Virginica
4.0	3.9	Setosa
4.4	3.2	Setosa
3.7	5.3	Setosa
4.7	2.8	Setosa
7.0	5.8	Setosa
6.8	6.4	Virginica
5.0	7.5	Virginica
5.0	7.4	Versicolor
7.1	5.9	Versicolor
6.0	8.7	Virginica
6.5	6.5	Versicolor
5.9	1.6	Setosa
7.4	6.5	Versicolor
3.9	6.2	Versicolor
3.5	8.0	Virginica
4.5	8.5	Versicolor
7.1	4.9	Setosa
6.5	8.9	Versicolor
3.6	3.9	Setosa
5.0	8.7	Versicolor
5.5	7.5	Versicolor
6.4	8.1	Virginica
3.0	4.7	Versicolor
5.0	2.9	Setosa
4.0	8.1	Virginica
3.5	6.2	Virginica
4.4	3.9	Setosa
7.4	8.6	Versicolor
3.1	8.6	Virginica
7.2	4.5	Setosa
2.7	6.5	Versicolor
5.3	6.7	Virginica
3.2	5.7	Virginica
8.0	2.3	Setosa
5.3	2.5	Setosa
3.9	2.4	Setosa
7.3	4.4	Setosa
6.4	7.3	Versicolor
3.5	6.1	Versicolor
5.7	4.2	Versicolor
7.0	6.9	Virginica
4.5	4.9	Setosa
3.7	6.4	Versicolor
4.8	6.1	Virginica
4.3	6.3	Versicolor
4.8	2.7	Setosa
4.4	2.4	Setosa
5.0	2.8	Setosa
5.0	8.0	Versicolor
3.0	5.0	Versicolor
5.1	6.9	Versicolor
3.4	3.7	Versicolor
7.3	3.6	Setosa
3.9	8.4	Virginica
3.5	6.6	Versicolor
7.5	7.9	Virginica
7.3	7.9	Virginica
6.3	9.1	Versicolor
7.3	6.1	Versicolor
3.8	4.7	Versicolor
6.7	9.9	Virginica
3.4	6.8	Versicolor
4.9	3.6	Versicolor
4.2	5.9	Setosa
6.5	6.3	Virginica
3.0	3.6	Setosa
6.7	5.6	Versicolor
5.0	9.3	Virginica
6.0	9.3	Virginica
3.3	7.1	Virginica
4.4	3.0	Setosa
7.4	2.0	Setosa
4.6	8.1	Virginica
7.4	4.8	Setosa
