sepal.length	sepal.width	petal.length	variety
7.5	4.2	8.6	Versicolor
10.0	4.4	6.0	Versicolor
9.5	3.5	7.5	Virginica
10.7	6.0	9.1	Virginica
4.8	5.5	4.9	Setosa
9.8	4.2	6.6	Versicolor
6.9	6.4	5.8	Versicolor
10.8	7.2	8.4	Virginica
9.2	4.7	2.1	Setosa
9.4	3.5	4.4	Setosa
8.4	7.7	3.3	Setosa
6.0	6.0	8.5	Versicolor
6.7	5.7	2.8	Setosa
8.1	3.3	6.0	Versicolor
10.8	5.5	8.0	Virginica
9.7	2.5	5.8	Virginica
6.9	3.7	6.0	Setosa
12.2	6.6	10.4	Virginica
9.3	4.2	4.5	Setosa
9.1	8.3	4.4	Setosa
10.9	4.7	6.8	Virginica
7.6	8.0	1.4	Setosa
8.4	7.7	7.0	Versicolor
10.2	6.6	6.6	Virginica
10.2	3.9	6.7	Versicolor
8.2	6.3	8.7	Virginica
10.0	6.4	8.0	Versicolor
8.3	4.9	9.6	Virginica
9.7	3.1	5.2	Versicolor
7.7	4.1	3.5	Versicolor
9.5	6.8	1.4	Setosa
8.8	7.4	8.8	Virginica
6.0	3.3	4.3	Versicolor
8.9	5.6	9.1	Virginica
6.0	6.4	1.6	Setosa
7.5	4.5	5.6	Setosa
9.8	3.8	7.8	Versicolor
8.5	5.0	3.3	Setosa
7.8	7.2	7.4	Virginica
7.1	7.4	9.1	Versicolor
5.0	7.5	5.6	Setosa
10.4	4.8	6.4	Virginica
8.5	2.4	4.7	Versicolor
6.6	3.4	8.2	Versicolor
7.9	7.4	3.7	Setosa
8.6	5.3	4.7	Versicolor
8.8	4.0	8.4	Versicolor
9.5	3.5	9.3	Virginica
6.2	3.4	7.3	Versicolor
8.9	3.9	2.0	Setosa
8.4	3.4	3.4	Setosa
8.0	6.8	9.1	Versicolor
5.5	2.5	4.0	Versicolor
6.3	6.0	3.6	Setosa
5.6	6.0	8.1	Versicolor
9.0	6.1	5.9	Setosa
6.1	5.4	5.9	Setosa
11.2	3.1	6.4	Versicolor
7.2	6.0	8.2	Virginica
7.9	7.1	8.9	Virginica
9.4	4.8	10.1	Virginica
8.4	4.0	4.8	Setosa
6.9	5.1	1.5	Setosa
10.4	7.5	6.6	Virginica
10.2	7.9	5.9	Virginica
10.1	5.2	7.7	Versicolor
9.2	4.8	9.2	Virginica
8.5	3.0	5.3	Virginica
5.1	7.2	2.4	Setosa
8.8	4.4	4.9	Setosa
7.8	6.3	6.1	Virginica
7.8	3.7	6.4	Versicolor
6.0	5.7	7.0	Virginica
8.1	5.7	3.0	Setosa
7.1	2.9	7.1	Versicolor
9.6	2.8	8.4	Virginica
8.3	7.3	6.2	Versicolor
10.9	5.6	7.4	Versicolor
6.1	6.6	2.0	Setosa
9.1	5.6	2.5	Setosa
8.9	3.2	7.2	Virginica
7.6	7.0	6.6	Versicolor
7.3	7.1	4.5	Versicolor
9.1	6.0	3.9	Setosa
6.4	4.0	5.5	Versicolor
5.5	6.4	6.8	Versicolor
6.3	3.1	2.1	Setosa
7.4	3.1	8.0	Virginica
6.6	6.5	4.9	Virginica
9.7	4.6	6.6	Virginica
9.8	2.7	9.6	Virginica
10.0	4.7	9.6	Virginica
8.5	5.7	2.4	Setosa
9.6	2.5	7.9	Versicolor
9.4	8.4	1.3	Setosa
10.2	5.3	4.8	Virginica
6.3	7.4	2.1	Setosa
8.9	7.9	3.2	Setosa
6.9	5.1	2.5	Setosa
6.2	8.1	6.0	Setosa
5.1	3.4	2.5	Setosa
5.2	3.7	8.4	Versicolor
8.4	5.8	8.1	Virginica
10.5	2.2	6.5	Versicolor
8.6	5.0	4.5	Versicolor
