petal.length	variety
5.3	Setosa
5.0	Versicolor
5.5	Setosa
7.9	Versicolor
8.6	Virginica
2.6	Setosa
7.9	Virginica
5.0	Versicolor
8.2	Virginica
3.8	Setosa
7.2	Virginica
7.1	Virginica
4.9	Versicolor
2.9	Setosa
4.0	Setosa
7.5	Versicolor
3.1	Setosa
10.5	Virginica
9.0	Versicolor
7.5	Virginica
7.9	Virginica
4.7	Setosa
8.7	Virginica
6.1	Virginica
8.8	Virginica
4.8	Versicolor
7.3	Versicolor
6.0	Setosa
5.7	Versicolor
1.9	Setosa
3.6	Setosa
7.9	Virginica
4.4	Setosa
1.3	Setosa
1.9	Setosa
10.6	Virginica
7.5	Versicolor
7.3	Versicolor
5.9	Versicolor
8.5	Versicolor
7.0	Versicolor
7.3	Versicolor
5.4	Setosa
6.9	Versicolor
7.9	Virginica
5.7	Virginica
8.2	Versicolor
2.8	Setosa
7.7	Versicolor
5.9	Virginica
6.1	Virginica
7.0	Virginica
8.5	Virginica
3.7	Setosa
3.6	Versicolor
8.5	Virginica
3.5	Setosa
10.1	Virginica
2.4	Setosa
1.9	Setosa
8.7	Virginica
5.6	Versicolor
4.2	Versicolor
3.5	Setosa
5.6	Virginica
6.3	Virginica
4.7	Setosa
6.6	Versicolor
5.5	Setosa
3.3	Setosa
5.3	Setosa
6.1	Virginica
4.9	Versicolor
7.1	Versicolor
1.5	Setosa
7.1	Virginica
2.5	Setosa
5.0	Versicolor
4.1	Setosa
8.1	Virginica
5.8	Virginica
2.9	Setosa
5.8	Versicolor
7.4	Versicolor
9.3	Virginica
7.1	Virginica
5.5	Versicolor
4.0	Setosa
3.8	Setosa
9.1	Versicolor
1.6	Setosa
7.3	Virginica
6.0	Virginica
5.5	Versicolor
4.1	Setosa
5.9	Setosa
1.2	Setosa
3.0	Setosa
4.9	Setosa
5.9	Setosa
6.5	Virginica
8.5	Versicolor
3.0	Versicolor
6.4	Versicolor
6.6	Versicolor
