petal.width	variety
1.7	Setosa
1.2	Setosa
3.2	Virginica
1.9	Setosa
2.1	Setosa
6.0	Virginica
5.8	Versicolor
2.2	Setosa
3.8	Versicolor
3.3	Versicolor
5.8	Virginica
3.8	Virginica
3.3	Versicolor
3.8	Versicolor
3.2	Setosa
3.9	Virginica
5.2	Versicolor
1.6	Versicolor
4.9	Virginica
4.7	Setosa
3.8	Virginica
3.7	Setosa
4.7	Setosa
4.6	Setosa
2.0	Virginica
5.1	Versicolor
6.5	Virginica
5.8	Virginica
2.3	Setosa
5.0	Virginica
2.3	Setosa
3.0	Versicolor
4.8	Virginica
2.5	Versicolor
1.8	Versicolor
4.9	Versicolor
5.7	Virginica
5.3	Versicolor
3.7	Setosa
5.6	Virginica
5.2	Versicolor
4.3	Virginica
3.4	Setosa
2.8	Virginica
1.5	Versicolor
4.8	Setosa
1.4	Versicolor
2.5	Versicolor
3.8	Virginica
3.7	Setosa
0.8	Setosa
4.7	Versicolor
0.4	Setosa
5.0	Versicolor
3.7	Setosa
1.5	Virginica
5.3	Virginica
0.2	Setosa
1.9	Virginica
4.5	Virginica
3.7	Setosa
4.5	Virginica
6.2	Virginica
3.7	Setosa
2.5	Versicolor
2.2	Versicolor
2.8	Virginica
6.4	Virginica
2.1	Virginica
3.0	Versicolor
4.7	Setosa
3.5	Virginica
1.4	Setosa
0.2	Setosa
4.2	Setosa
4.3	Versicolor
3.9	Virginica
1.8	Versicolor
4.7	Setosa
2.3	Virginica
4.4	Setosa
0.4	Setosa
2.7	Setosa
5.8	Virginica
4.2	Setosa
1.5	Versicolor
2.3	Virginica
4.8	Virginica
4.6	Setosa
5.4	Versicolor
3.8	Virginica
1.2	Versicolor
4.3	Setosa
2.3	Versicolor
4.6	Setosa
4.3	Virginica
4.1	Virginica
4.2	Versicolor
3.0	Versicolor
4.2	Setosa
1.4	Versicolor
1.6	Versicolor
0.9	Setosa
4.2	Setosa
1.7	Setosa
