petal.length	petal.width	variety
5.0	4.0	Versicolor
5.1	4.8	Virginica
4.3	1.7	Setosa
4.5	3.7	Setosa
7.8	4.3	Virginica
5.2	2.5	Versicolor
5.2	2.8	Versicolor
8.9	5.8	Virginica
8.0	1.8	Virginica
8.0	1.3	Versicolor
7.4	3.7	Versicolor
8.6	1.0	Versicolor
3.3	3.8	Setosa
5.9	0.3	Setosa
6.6	4.4	Virginica
7.6	5.3	Virginica
2.4	1.7	Setosa
7.5	6.0	Versicolor
3.9	4.7	Setosa
1.3	2.7	Setosa
5.0	2.2	Setosa
6.1	4.3	Virginica
6.0	0.6	Setosa
5.1	3.0	Virginica
3.7	4.5	Setosa
10.6	5.9	Virginica
7.4	2.4	Versicolor
10.4	5.1	Virginica
9.4	2.5	Virginica
3.9	4.2	Setosa
3.6	3.2	Setosa
8.6	2.2	Virginica
7.5	3.8	Versicolor
3.6	3.6	Setosa
8.1	2.6	Virginica
5.9	4.7	Setosa
8.2	5.9	Versicolor
6.0	2.0	Virginica
10.4	3.8	Virginica
8.6	5.8	Virginica
8.2	5.5	Virginica
7.0	1.6	Versicolor
6.0	4.4	Setosa
4.5	4.9	Setosa
2.6	3.2	Setosa
4.4	1.8	Versicolor
6.0	0.1	Setosa
8.7	2.8	Versicolor
5.0	3.0	Virginica
3.0	0.2	Setosa
8.8	5.7	Virginica
4.8	4.5	Versicolor
4.5	2.6	Versicolor
5.4	2.9	Versicolor
6.1	4.3	Versicolor
8.7	4.3	Virginica
5.4	4.7	Setosa
3.8	5.5	Versicolor
6.8	5.3	Versicolor
5.5	3.0	Versicolor
2.5	1.4	Setosa
7.7	5.6	Versicolor
6.8	2.3	Versicolor
7.0	5.3	Versicolor
9.2	2.2	Virginica
4.4	1.2	Setosa
6.5	1.5	Versicolor
8.3	2.8	Virginica
5.2	6.0	Versicolor
7.5	3.7	Versicolor
7.6	1.8	Versicolor
3.3	1.4	Setosa
5.7	4.0	Virginica
5.1	1.5	Virginica
9.5	5.4	Virginica
6.9	1.8	Virginica
7.1	4.9	Virginica
1.9	0.9	Setosa
9.1	4.6	Virginica
7.1	1.8	Versicolor
7.9	1.7	Versicolor
5.4	0.7	Setosa
5.2	2.0	Versicolor
9.1	4.9	Virginica
7.1	2.9	Versicolor
10.5	7.0	Virginica
7.5	6.0	Versicolor
6.8	3.3	Virginica
2.5	0.2	Setosa
2.7	1.7	Setosa
4.0	3.2	Setosa
7.3	5.1	Versicolor
2.2	1.4	Setosa
4.5	2.3	Versicolor
4.4	3.6	Setosa
1.3	0.2	Setosa
4.8	2.8	Virginica
6.3	4.4	Versicolor
4.0	1.7	Setosa
5.3	2.3	Virginica
9.9	4.8	Virginica
8.6	2.5	Virginica
8.4	3.3	Virginica
1.6	1.7	Setosa
7.6	5.5	Versicolor
