petal.width	variety
2.5	Versicolor
4.9	Virginica
5.8	Versicolor
3.3	Versicolor
2.6	Virginica
2.5	Virginica
6.6	Virginica
4.5	Virginica
2.4	Versicolor
5.7	Virginica
2.2	Virginica
1.7	Setosa
2.2	Setosa
1.3	Versicolor
3.6	Setosa
3.8	Virginica
2.9	Virginica
3.2	Setosa
2.8	Virginica
1.8	Versicolor
1.5	Versicolor
5.8	Virginica
1.3	Versicolor
2.3	Setosa
3.0	Versicolor
2.3	Virginica
1.0	Versicolor
5.4	Versicolor
3.4	Virginica
4.3	Versicolor
1.5	Virginica
0.7	Setosa
2.2	Setosa
1.2	Setosa
5.3	Versicolor
3.8	Virginica
6.8	Virginica
3.7	Versicolor
2.0	Versicolor
6.0	Virginica
3.0	Virginica
5.0	Versicolor
2.1	Virginica
0.2	Setosa
3.5	Virginica
5.8	Versicolor
0.2	Setosa
2.4	Virginica
2.1	Versicolor
2.7	Setosa
1.7	Setosa
0.7	Setosa
4.3	Versicolor
2.5	Versicolor
2.9	Virginica
4.8	Virginica
6.8	Virginica
2.1	Setosa
4.9	Versicolor
5.8	Versicolor
3.6	Versicolor
6.3	Virginica
1.9	Setosa
4.9	Versicolor
5.9	Versicolor
3.7	Versicolor
3.2	Setosa
5.0	Setosa
2.7	Versicolor
1.5	Versicolor
2.6	Virginica
3.0	Virginica
2.8	Virginica
6.0	Versicolor
2.9	Versicolor
2.8	Virginica
4.2	Setosa
3.6	Versicolor
3.7	Versicolor
0.1	Setosa
5.5	Virginica
2.3	Setosa
2.4	Setosa
5.7	Virginica
3.3	Virginica
5.0	Versicolor
5.5	Versicolor
6.9	Virginica
3.9	Setosa
0.4	Setosa
1.2	Setosa
1.2	Setosa
4.3	Versicolor
3.8	Versicolor
3.9	Setosa
0.4	Setosa
4.3	Setosa
4.8	Setosa
3.2	Setosa
3.8	Virginica
1.6	Virginica
5.5	Versicolor
1.8	Setosa
4.7	Versicolor
3.8	Virginica
