sepal.length	sepal.width	variety
10.7	6.1	Versicolor
5.4	3.1	Setosa
8.2	5.9	Versicolor
4.6	6.1	Setosa
10.7	3.9	Virginica
7.2	5.4	Versicolor
8.4	4.1	Versicolor
9.6	6.8	Setosa
8.2	7.6	Setosa
7.3	7.5	Setosa
9.4	5.6	Virginica
7.9	3.5	Versicolor
9.1	4.3	Setosa
9.6	5.0	Versicolor
9.5	6.1	Setosa
5.1	6.4	Setosa
7.1	6.0	Versicolor
6.3	6.8	Versicolor
9.1	6.8	Versicolor
9.5	5.9	Setosa
4.3	5.5	Setosa
8.9	3.2	Versicolor
8.2	3.2	Setosa
12.2	5.8	Virginica
9.6	4.0	Versicolor
9.5	4.0	Setosa
10.6	3.5	Virginica
6.0	3.8	Versicolor
8.1	3.4	Versicolor
8.3	3.8	Versicolor
8.2	3.1	Versicolor
8.4	4.5	Setosa
6.3	6.8	Virginica
10.3	2.7	Virginica
9.6	5.3	Versicolor
7.8	8.5	Setosa
8.7	3.6	Versicolor
7.6	7.4	Versicolor
7.2	7.3	Virginica
11.4	6.3	Virginica
9.7	5.0	Versicolor
6.6	5.2	Setosa
11.4	3.8	Virginica
10.8	3.3	Versicolor
11.7	8.1	Virginica
7.4	7.1	Virginica
7.3	3.9	Virginica
10.4	5.3	Virginica
10.5	7.5	Virginica
4.9	4.9	Versicolor
10.3	6.7	Virginica
9.0	4.1	Versicolor
10.7	5.2	Versicolor
9.5	4.2	Versicolor
7.6	4.3	Setosa
8.9	5.2	Setosa
11.7	7.7	Virginica
5.9	7.7	Setosa
6.0	4.9	Versicolor
6.4	6.5	Virginica
6.1	6.2	Versicolor
9.3	3.8	Virginica
10.9	2.7	Virginica
8.9	6.8	Virginica
8.6	5.7	Setosa
10.9	6.2	Virginica
8.5	6.8	Versicolor
10.2	6.3	Versicolor
5.4	7.6	Setosa
10.2	4.3	Versicolor
8.7	2.5	Virginica
8.8	3.8	Virginica
7.0	4.2	Setosa
9.4	6.9	Setosa
6.0	5.9	Versicolor
6.8	5.9	Virginica
7.5	7.2	Versicolor
6.6	4.8	Virginica
7.2	7.5	Virginica
10.1	5.5	Versicolor
7.7	5.5	Versicolor
8.3	4.5	Setosa
9.6	7.0	Virginica
10.8	7.2	Virginica
7.5	4.0	Setosa
5.5	3.5	Setosa
8.2	3.7	Setosa
7.4	2.9	Setosa
5.5	3.5	Versicolor
8.4	8.1	Setosa
12.2	7.3	Virginica
8.2	5.8	Virginica
7.4	3.1	Virginica
10.9	7.2	Versicolor
11.2	3.6	Virginica
6.8	5.2	Virginica
5.4	4.4	Setosa
4.8	5.4	Setosa
10.7	6.1	Virginica
6.3	3.7	Versicolor
5.6	7.5	Setosa
6.1	5.4	Setosa
11.2	3.5	Virginica
8.4	6.2	Virginica
8.3	4.0	Versicolor
