sepal.length	variety
5.0	Setosa
5.4	Setosa
9.3	Versicolor
11.3	Virginica
8.1	Setosa
8.6	Setosa
7.8	Virginica
9.2	Versicolor
10.9	Virginica
5.1	Setosa
7.5	Versicolor
8.7	Setosa
8.5	Virginica
7.6	Versicolor
8.4	Setosa
6.4	Versicolor
10.1	Virginica
10.1	Virginica
9.3	Versicolor
11.1	Virginica
5.9	Setosa
8.4	Setosa
8.4	Virginica
6.7	Virginica
9.9	Virginica
5.0	Versicolor
11.2	Virginica
5.6	Versicolor
6.2	Versicolor
7.7	Versicolor
8.5	Versicolor
6.9	Versicolor
7.3	Virginica
8.5	Versicolor
9.4	Setosa
10.1	Versicolor
6.4	Setosa
6.6	Setosa
5.2	Versicolor
10.0	Versicolor
6.9	Versicolor
6.5	Versicolor
10.0	Virginica
9.3	Versicolor
7.1	Setosa
6.3	Setosa
5.1	Setosa
7.5	Versicolor
10.8	Virginica
7.4	Virginica
7.8	Versicolor
9.2	Virginica
6.7	Versicolor
6.2	Versicolor
10.9	Virginica
11.2	Virginica
10.1	Virginica
7.1	Setosa
8.2	Versicolor
4.9	Setosa
10.2	Virginica
9.1	Setosa
7.3	Virginica
9.4	Setosa
8.4	Setosa
9.1	Setosa
10.0	Setosa
9.4	Versicolor
8.2	Setosa
8.5	Versicolor
6.0	Versicolor
7.4	Setosa
8.8	Virginica
7.6	Versicolor
8.7	Versicolor
8.2	Virginica
7.2	Versicolor
11.3	Virginica
8.0	Setosa
5.8	Virginica
6.1	Versicolor
6.1	Setosa
6.7	Virginica
9.3	Versicolor
7.5	Virginica
10.5	Virginica
11.2	Versicolor
7.4	Virginica
10.2	Versicolor
7.5	Setosa
8.0	Versicolor
5.8	Setosa
9.9	Virginica
6.7	Setosa
9.4	Virginica
6.3	Setosa
6.6	Versicolor
8.0	Setosa
8.1	Versicolor
8.0	Versicolor
8.8	Setosa
8.5	Setosa
6.5	Setosa
9.7	Virginica
5.9	Versicolor
