petal.length	petal.width	variety
2.9	2.7	Setosa
8.6	2.8	Virginica
8.1	6.9	Virginica
3.3	1.7	Setosa
1.5	1.7	Setosa
4.8	2.0	Versicolor
6.7	2.8	Virginica
3.5	1.6	Setosa
5.5	3.8	Setosa
7.9	2.3	Virginica
4.1	4.8	Versicolor
9.4	2.8	Virginica
2.4	4.7	Setosa
6.0	2.2	Setosa
7.6	4.8	Virginica
3.2	2.9	Setosa
6.9	4.0	Versicolor
6.2	5.8	Versicolor
9.2	2.9	Versicolor
2.4	3.6	Setosa
8.0	3.7	Versicolor
4.9	3.3	Setosa
4.6	4.8	Versicolor
6.7	6.8	Virginica
5.9	2.7	Versicolor
1.9	2.2	Setosa
7.9	2.5	Virginica
7.8	1.4	Versicolor
8.1	4.3	Virginica
4.1	3.9	Setosa
5.4	2.4	Versicolor
5.7	6.5	Virginica
5.8	4.3	Virginica
9.8	2.4	Virginica
9.1	3.6	Virginica
5.2	3.5	Versicolor
6.4	4.9	Setosa
6.6	5.0	Virginica
5.2	1.3	Setosa
6.0	6.1	Virginica
2.6	3.1	Setosa
8.4	1.2	Versicolor
2.4	0.7	Setosa
2.4	1.2	Setosa
10.1	6.4	Virginica
6.0	3.8	Versicolor
5.3	1.7	Setosa
3.3	2.3	Setosa
5.8	2.6	Virginica
8.0	2.8	Versicolor
8.1	5.4	Versicolor
3.1	0.7	Setosa
10.1	6.1	Virginica
4.8	4.7	Setosa
8.9	4.0	Virginica
7.3	1.6	Versicolor
2.1	3.2	Setosa
6.0	0.4	Setosa
9.8	2.2	Virginica
2.2	0.5	Setosa
6.5	2.0	Versicolor
6.5	5.0	Virginica
6.0	4.7	Setosa
5.5	4.0	Versicolor
5.7	1.2	Versicolor
5.7	2.4	Versicolor
5.0	1.6	Versicolor
9.0	3.8	Virginica
5.7	5.6	Virginica
6.5	3.0	Virginica
6.5	1.8	Versicolor
8.0	3.1	Versicolor
8.6	2.9	Virginica
3.4	4.8	Setosa
1.5	0.7	Setosa
8.8	3.3	Versicolor
5.5	3.3	Virginica
2.6	2.7	Setosa
3.3	2.5	Versicolor
6.7	2.7	Versicolor
6.8	6.3	Versicolor
6.3	5.3	Virginica
4.5	4.7	Versicolor
4.4	2.4	Versicolor
4.9	3.8	Versicolor
3.4	2.2	Setosa
5.1	4.1	Versicolor
9.9	6.8	Virginica
8.2	3.0	Versicolor
5.8	4.8	Virginica
9.0	4.5	Versicolor
6.2	4.2	Setosa
3.0	2.9	Setosa
4.5	5.0	Versicolor
8.4	2.5	Versicolor
6.5	2.0	Versicolor
4.6	5.0	Versicolor
3.5	4.2	Setosa
2.5	1.7	Setosa
1.6	2.2	Setosa
10.4	6.8	Virginica
2.9	2.1	Setosa
7.5	3.0	Versicolor
5.6	4.6	Setosa
8.0	3.0	Virginica
