petal.length	petal.width	variety
5.5	2.2	Setosa
4.2	4.4	Setosa
5.9	3.3	Virginica
6.7	3.1	Versicolor
4.5	3.0	Versicolor
2.9	2.7	Setosa
4.4	3.7	Setosa
4.6	2.2	Setosa
4.6	2.1	Setosa
3.4	2.7	Setosa
7.0	3.5	Virginica
5.9	5.2	Versicolor
4.2	0.7	Setosa
7.2	1.4	Versicolor
7.4	3.0	Versicolor
5.6	1.2	Setosa
3.9	4.2	Setosa
5.5	4.8	Virginica
11.4	6.8	Virginica
6.2	6.1	Virginica
8.5	3.8	Versicolor
2.4	2.1	Setosa
4.8	3.8	Virginica
6.1	0.7	Setosa
7.7	6.5	Virginica
10.1	3.9	Virginica
7.5	5.8	Versicolor
2.1	0.2	Setosa
1.4	2.7	Setosa
5.8	5.4	Virginica
9.6	1.9	Virginica
6.2	4.8	Setosa
6.9	1.8	Versicolor
9.0	5.5	Versicolor
2.5	0.7	Setosa
5.7	4.2	Setosa
4.4	2.6	Versicolor
6.1	2.2	Setosa
4.6	2.0	Versicolor
8.1	5.9	Versicolor
6.9	4.6	Virginica
7.2	2.3	Virginica
8.2	3.5	Versicolor
8.2	3.7	Versicolor
3.5	0.4	Setosa
5.4	0.2	Setosa
4.8	3.4	Setosa
7.9	5.9	Versicolor
1.8	1.7	Setosa
7.1	5.8	Versicolor
9.7	5.2	Virginica
5.9	1.9	Setosa
9.4	2.3	Virginica
7.2	5.7	Versicolor
4.5	2.5	Versicolor
6.3	3.3	Virginica
5.4	4.8	Setosa
7.6	3.0	Virginica
5.7	3.2	Setosa
4.9	0.2	Setosa
5.0	2.8	Versicolor
5.9	2.7	Setosa
5.0	1.0	Versicolor
5.7	4.3	Virginica
3.5	2.7	Setosa
7.8	5.3	Versicolor
7.5	3.0	Versicolor
8.2	4.0	Virginica
6.0	3.0	Versicolor
8.5	5.5	Versicolor
6.1	1.8	Versicolor
8.6	5.9	Virginica
7.8	5.0	Versicolor
7.5	6.0	Versicolor
8.3	1.8	Virginica
2.0	1.2	Setosa
7.7	5.8	Versicolor
7.8	2.0	Versicolor
3.1	4.6	Setosa
5.7	4.9	Versicolor
8.0	3.8	Virginica
5.6	3.1	Virginica
8.6	3.0	Virginica
6.7	6.0	Virginica
3.5	3.1	Setosa
8.4	5.0	Virginica
4.8	1.8	Setosa
9.4	5.0	Virginica
9.4	5.6	Virginica
8.6	4.0	Versicolor
5.1	2.4	Virginica
5.4	6.3	Virginica
8.8	5.3	Virginica
7.5	5.7	Versicolor
4.5	2.1	Setosa
4.0	2.9	Setosa
6.4	3.9	Versicolor
1.9	4.3	Setosa
4.3	2.7	Setosa
5.0	4.8	Versicolor
5.5	5.1	Versicolor
7.8	5.3	Virginica
5.6	5.8	Versicolor
1.6	1.4	Setosa
1.8	1.2	Setosa
