sepal.width	variety
7.7	Virginica
6.1	Versicolor
4.3	Setosa
7.8	Versicolor
7.5	Setosa
7.3	Virginica
4.5	Virginica
6.6	Virginica
6.5	Virginica
5.0	Setosa
6.8	Versicolor
7.4	Versicolor
7.2	Versicolor
7.1	Versicolor
6.3	Versicolor
7.1	Virginica
2.8	Virginica
6.5	Setosa
4.0	Setosa
7.2	Versicolor
7.7	Setosa
4.9	Versicolor
4.6	Setosa
7.5	Virginica
3.5	Versicolor
3.4	Virginica
5.4	Setosa
4.8	Virginica
7.5	Virginica
7.1	Setosa
3.2	Virginica
4.8	Setosa
6.9	Virginica
6.8	Virginica
3.3	Versicolor
5.1	Virginica
2.9	Versicolor
6.0	Versicolor
4.5	Versicolor
4.9	Setosa
4.2	Versicolor
3.3	Versicolor
6.9	Versicolor
3.9	Setosa
6.3	Setosa
7.7	Versicolor
2.3	Setosa
5.5	Versicolor
3.5	Setosa
7.2	Versicolor
4.4	Versicolor
3.3	Virginica
5.6	Setosa
3.7	Virginica
4.6	Setosa
7.7	Virginica
7.5	Setosa
6.9	Setosa
4.0	Setosa
4.5	Virginica
2.9	Versicolor
7.0	Virginica
3.5	Virginica
3.7	Setosa
5.5	Virginica
4.0	Setosa
6.6	Virginica
4.8	Virginica
5.5	Virginica
6.1	Versicolor
4.7	Versicolor
7.5	Virginica
6.4	Versicolor
6.5	Versicolor
6.9	Setosa
2.9	Versicolor
6.6	Virginica
2.7	Virginica
3.4	Versicolor
4.0	Setosa
8.2	Setosa
3.5	Virginica
6.5	Setosa
4.1	Virginica
5.5	Virginica
3.7	Setosa
6.0	Setosa
4.5	Versicolor
7.0	Versicolor
8.0	Setosa
5.0	Virginica
6.2	Setosa
5.9	Versicolor
7.2	Versicolor
5.5	Virginica
7.2	Versicolor
5.9	Setosa
5.2	Virginica
5.2	Versicolor
4.1	Setosa
5.9	Setosa
6.2	Versicolor
7.8	Virginica
5.6	Versicolor
5.3	Versicolor
