sepal.length	sepal.width	petal.length	variety
7.7	5.9	1.4	Setosa
9.4	3.4	6.3	Versicolor
7.1	5.3	5.0	Versicolor
6.8	6.2	5.6	Virginica
9.7	5.8	10.2	Virginica
7.0	6.5	4.6	Setosa
8.9	4.9	5.9	Setosa
8.9	3.6	6.6	Virginica
8.0	5.8	3.8	Setosa
11.2	4.0	5.8	Virginica
11.0	7.5	5.2	Virginica
10.3	3.2	6.6	Virginica
8.0	7.4	6.5	Versicolor
9.5	5.5	7.3	Virginica
8.2	7.4	4.0	Setosa
7.4	6.0	5.9	Setosa
8.1	7.0	3.4	Setosa
5.6	5.8	4.9	Virginica
6.2	6.3	6.5	Versicolor
7.9	7.6	6.0	Setosa
8.0	4.2	7.1	Versicolor
9.7	4.0	6.0	Virginica
9.6	4.4	8.2	Versicolor
5.4	6.2	5.0	Setosa
9.4	5.2	4.5	Versicolor
8.1	6.1	1.5	Setosa
7.1	4.5	5.0	Versicolor
7.3	7.4	7.3	Virginica
8.2	4.5	3.0	Setosa
4.7	6.2	5.8	Setosa
7.3	6.8	8.6	Virginica
7.9	4.1	4.9	Setosa
7.2	4.6	7.4	Versicolor
7.5	5.0	9.3	Virginica
7.8	7.5	2.6	Setosa
8.9	7.5	7.2	Versicolor
7.0	5.8	5.3	Versicolor
10.7	4.7	5.0	Versicolor
7.0	7.5	2.1	Setosa
6.7	6.4	8.8	Versicolor
9.2	5.6	10.1	Virginica
8.9	4.2	3.8	Setosa
7.4	5.6	4.0	Setosa
5.1	3.8	4.1	Setosa
7.1	2.5	5.5	Versicolor
8.1	4.8	8.7	Versicolor
10.4	7.3	8.1	Virginica
8.9	3.7	9.8	Virginica
9.3	4.5	1.7	Setosa
7.8	3.3	6.8	Versicolor
8.7	7.3	5.6	Versicolor
6.6	3.0	5.1	Versicolor
9.2	7.3	8.2	Virginica
9.9	7.5	6.1	Virginica
10.6	6.0	4.4	Versicolor
6.5	6.4	5.5	Setosa
8.4	3.8	8.4	Virginica
10.8	6.2	8.4	Virginica
8.5	8.0	2.3	Setosa
6.8	4.5	2.9	Setosa
6.4	3.9	5.3	Versicolor
7.9	6.7	5.8	Versicolor
11.2	3.6	7.9	Virginica
10.9	3.6	6.5	Virginica
10.4	6.1	9.4	Versicolor
8.5	3.7	4.5	Versicolor
7.0	5.3	9.1	Versicolor
8.0	6.5	8.0	Versicolor
7.2	5.6	4.5	Versicolor
5.9	3.9	2.7	Setosa
7.5	7.8	3.9	Setosa
8.3	7.2	8.9	Virginica
8.8	6.1	2.1	Setosa
6.3	7.4	10.1	Virginica
8.7	7.5	7.7	Versicolor
8.0	7.7	4.7	Setosa
5.9	7.5	4.3	Setosa
8.7	4.6	9.1	Virginica
6.4	4.3	5.6	Virginica
5.6	5.3	5.9	Setosa
10.3	3.7	6.4	Versicolor
9.5	6.3	6.5	Versicolor
9.1	4.4	6.6	Versicolor
7.2	5.8	8.2	Virginica
6.3	6.5	9.4	Versicolor
8.0	5.7	1.9	Setosa
5.7	5.2	3.6	Setosa
6.2	4.4	4.7	Versicolor
7.6	2.7	6.2	Versicolor
8.2	7.8	2.2	Setosa
9.7	7.0	8.1	Virginica
4.8	3.9	2.6	Setosa
11.6	5.5	11.1	Virginica
9.9	7.4	2.7	Setosa
8.2	3.7	6.0	Virginica
8.6	7.9	3.4	Setosa
9.3	3.7	3.5	Setosa
7.1	7.0	1.4	Setosa
8.2	3.9	7.4	Virginica
8.9	6.4	3.0	Setosa
6.8	5.5	3.9	Setosa
9.8	7.0	10.0	Virginica
6.3	6.3	5.7	Versicolor
9.5	7.2	6.6	Virginica
5.6	6.9	5.1	Versicolor
