sepal.length	variety
11.2	Versicolor
6.4	Setosa
10.2	Virginica
10.2	Versicolor
7.3	Versicolor
6.4	Virginica
9.7	Setosa
7.5	Versicolor
6.4	Virginica
8.6	Versicolor
6.5	Versicolor
10.0	Versicolor
9.1	Setosa
10.7	Virginica
9.5	Setosa
9.9	Setosa
5.4	Setosa
11.7	Virginica
8.4	Virginica
7.6	Setosa
6.5	Setosa
7.5	Setosa
7.9	Versicolor
7.0	Virginica
11.2	Virginica
8.0	Versicolor
9.2	Versicolor
10.2	Virginica
9.6	Versicolor
10.5	Virginica
7.3	Versicolor
7.0	Setosa
9.5	Virginica
8.7	Versicolor
8.1	Setosa
6.1	Versicolor
9.6	Virginica
6.5	Versicolor
8.1	Setosa
4.8	Setosa
8.4	Versicolor
9.4	Setosa
9.3	Virginica
9.9	Virginica
7.3	Virginica
8.0	Virginica
6.9	Virginica
7.3	Setosa
7.3	Virginica
8.8	Versicolor
4.6	Setosa
10.2	Virginica
7.7	Setosa
8.9	Setosa
7.4	Setosa
6.8	Versicolor
8.6	Setosa
8.4	Virginica
8.5	Versicolor
5.2	Setosa
8.6	Versicolor
9.9	Virginica
8.6	Versicolor
7.2	Setosa
8.1	Versicolor
6.1	Setosa
6.6	Setosa
7.7	Versicolor
6.5	Setosa
10.0	Versicolor
7.9	Versicolor
8.7	Virginica
7.4	Setosa
8.2	Virginica
10.0	Versicolor
7.8	Virginica
9.7	Versicolor
7.1	Setosa
9.8	Virginica
10.6	Virginica
10.0	Virginica
6.9	Versicolor
6.8	Setosa
9.8	Virginica
10.2	Versicolor
7.9	Setosa
6.9	Versicolor
9.0	Versicolor
8.0	Setosa
7.1	Setosa
7.1	Versicolor
6.5	Setosa
7.5	Versicolor
7.9	Virginica
7.3	Virginica
7.7	Virginica
10.7	Virginica
5.0	Setosa
7.7	Setosa
9.5	Setosa
5.3	Setosa
9.8	Virginica
10.4	Virginica
6.1	Setosa
6.8	Setosa
