sepal.length	sepal.width	variety
9.5	6.8	Versicolor
7.5	4.5	Versicolor
8.1	2.8	Versicolor
7.0	5.4	Versicolor
9.0	4.9	Versicolor
6.4	5.7	Setosa
6.5	2.5	Versicolor
4.8	4.9	Setosa
7.6	6.2	Setosa
10.2	6.9	Versicolor
8.2	3.7	Versicolor
7.6	2.8	Versicolor
8.4	7.1	Setosa
7.0	3.7	Versicolor
9.8	3.9	Virginica
11.2	7.0	Versicolor
9.3	5.5	Setosa
9.4	7.2	Versicolor
6.8	5.0	Setosa
7.3	4.8	Virginica
7.7	5.5	Virginica
6.8	3.8	Versicolor
7.0	3.7	Virginica
7.4	6.5	Versicolor
11.7	7.1	Virginica
8.0	4.3	Setosa
5.6	3.9	Versicolor
7.1	3.4	Setosa
9.7	3.3	Virginica
10.4	7.1	Virginica
5.5	6.4	Setosa
5.3	3.5	Setosa
11.2	6.3	Virginica
8.9	6.9	Setosa
9.0	5.1	Setosa
5.1	5.6	Setosa
7.4	4.2	Versicolor
5.1	4.5	Versicolor
5.9	5.6	Setosa
10.4	5.5	Virginica
6.5	3.8	Versicolor
6.3	2.8	Virginica
9.0	7.5	Setosa
7.7	5.4	Versicolor
8.5	3.7	Virginica
6.4	3.7	Virginica
7.4	3.6	Virginica
6.1	7.3	Virginica
9.7	4.0	Virginica
11.4	7.7	Virginica
9.4	3.2	Virginica
9.7	3.3	Virginica
6.1	6.4	Setosa
6.0	5.2	Setosa
7.1	5.9	Versicolor
6.2	2.5	Virginica
8.6	6.0	Versicolor
5.9	4.0	Virginica
6.5	4.7	Versicolor
9.4	6.8	Virginica
10.3	6.4	Virginica
5.8	3.2	Virginica
5.7	3.8	Versicolor
9.7	4.1	Virginica
10.7	7.1	Versicolor
5.7	4.1	Versicolor
4.8	5.6	Setosa
6.6	6.3	Setosa
8.5	6.0	Virginica
8.2	5.0	Versicolor
8.6	5.5	Virginica
7.0	5.9	Versicolor
6.6	4.0	Versicolor
7.9	7.4	Setosa
8.3	7.3	Versicolor
7.6	4.1	Setosa
8.5	3.8	Versicolor
5.7	7.8	Setosa
10.1	6.4	Versicolor
10.8	3.8	Versicolor
9.8	4.2	Virginica
7.7	6.0	Virginica
7.4	4.5	Setosa
12.2	4.1	Virginica
5.4	4.9	Setosa
5.7	4.7	Setosa
8.1	7.5	Setosa
8.8	6.5	Versicolor
9.6	6.7	Versicolor
8.2	3.2	Virginica
9.0	7.5	Setosa
5.2	4.5	Setosa
7.1	3.5	Virginica
9.5	7.0	Virginica
10.8	5.5	Virginica
7.9	6.6	Setosa
9.6	7.0	Versicolor
9.3	6.4	Virginica
9.6	4.0	Versicolor
11.1	4.0	Virginica
9.7	6.4	Virginica
9.2	5.6	Versicolor
7.7	7.0	Virginica
8.8	5.5	Virginica
7.8	7.2	Versicolor
