sepal.width	petal.length	variety
3.5	1.6	Setosa
3.9	4.4	Setosa
6.2	3.9	Setosa
3.1	6.0	Versicolor
5.0	5.8	Virginica
6.8	7.4	Virginica
8.1	1.9	Setosa
4.7	6.2	Versicolor
5.3	3.9	Setosa
4.2	5.8	Virginica
6.8	6.9	Virginica
6.2	1.5	Setosa
4.9	6.1	Versicolor
7.4	10.1	Virginica
7.0	4.0	Setosa
3.2	1.8	Setosa
3.5	4.0	Versicolor
4.6	4.4	Versicolor
4.9	6.7	Versicolor
5.5	7.7	Virginica
6.9	7.9	Virginica
5.2	8.6	Virginica
4.3	6.7	Virginica
2.8	7.1	Virginica
4.8	8.2	Virginica
4.5	6.5	Virginica
5.5	6.0	Versicolor
4.7	3.4	Setosa
4.5	4.2	Versicolor
3.5	8.7	Virginica
4.4	7.8	Versicolor
5.9	7.8	Versicolor
3.3	5.1	Versicolor
3.4	3.0	Setosa
7.4	3.0	Setosa
6.9	6.1	Setosa
6.2	7.1	Versicolor
3.8	3.7	Setosa
5.1	4.9	Versicolor
6.1	4.4	Versicolor
8.4	3.3	Setosa
3.7	7.9	Virginica
5.5	6.9	Versicolor
7.6	9.2	Versicolor
7.4	4.2	Setosa
6.8	3.8	Versicolor
7.3	9.3	Virginica
5.5	7.0	Versicolor
4.9	1.4	Setosa
3.8	5.2	Versicolor
4.0	9.0	Virginica
4.9	7.1	Virginica
3.7	6.5	Virginica
6.1	6.1	Virginica
3.2	1.2	Setosa
3.4	5.2	Setosa
4.9	1.5	Setosa
3.0	9.4	Versicolor
6.6	9.6	Virginica
5.2	6.5	Versicolor
6.2	7.3	Versicolor
2.8	8.9	Versicolor
5.0	9.4	Virginica
5.3	7.6	Virginica
6.1	2.5	Setosa
5.1	5.6	Virginica
6.6	8.4	Virginica
4.4	5.2	Versicolor
4.9	4.3	Versicolor
5.8	9.1	Virginica
6.3	5.9	Setosa
5.4	4.5	Setosa
6.2	7.1	Versicolor
3.6	5.5	Setosa
6.9	1.9	Setosa
3.1	4.0	Setosa
6.8	5.0	Setosa
7.0	10.3	Virginica
6.5	4.9	Setosa
8.0	2.8	Setosa
2.8	6.6	Virginica
4.9	4.5	Versicolor
4.8	8.6	Versicolor
6.2	6.2	Virginica
4.6	8.9	Virginica
5.2	5.8	Setosa
6.3	9.3	Versicolor
6.4	7.2	Versicolor
3.4	5.9	Setosa
2.9	4.6	Versicolor
5.8	6.0	Versicolor
5.2	7.8	Virginica
5.7	5.0	Setosa
6.0	1.2	Setosa
3.5	4.6	Versicolor
8.1	3.4	Setosa
6.5	7.6	Versicolor
3.5	10.3	Virginica
4.3	8.2	Versicolor
3.4	2.1	Setosa
6.0	8.5	Virginica
2.8	9.6	Virginica
7.2	5.6	Virginica
5.0	7.9	Versicolor
4.2	1.6	Setosa
