sepal.width	variety
7.2	Setosa
2.6	Versicolor
6.4	Virginica
6.2	Versicolor
6.2	Virginica
6.4	Versicolor
5.5	Versicolor
4.1	Virginica
7.5	Setosa
6.6	Versicolor
3.9	Setosa
4.8	Versicolor
6.1	Virginica
6.0	Virginica
4.4	Versicolor
3.3	Virginica
6.5	Setosa
6.0	Setosa
3.4	Virginica
5.8	Virginica
4.1	Setosa
3.3	Setosa
5.0	Setosa
6.0	Versicolor
4.1	Setosa
5.0	Virginica
5.0	Virginica
3.6	Versicolor
6.9	Setosa
6.2	Virginica
5.5	Virginica
6.4	Setosa
3.7	Setosa
8.9	Setosa
4.6	Virginica
3.1	Virginica
4.0	Setosa
2.8	Versicolor
5.5	Setosa
4.4	Setosa
7.3	Setosa
3.3	Versicolor
6.8	Versicolor
4.2	Virginica
5.9	Versicolor
3.0	Virginica
3.5	Virginica
6.4	Setosa
7.8	Setosa
6.9	Setosa
3.0	Versicolor
4.3	Virginica
3.7	Versicolor
6.3	Virginica
4.0	Virginica
5.2	Virginica
4.1	Setosa
5.2	Virginica
6.3	Virginica
6.3	Versicolor
5.4	Virginica
6.9	Setosa
3.8	Setosa
4.8	Versicolor
6.5	Setosa
7.5	Setosa
7.2	Versicolor
6.7	Setosa
4.8	Virginica
4.9	Versicolor
6.8	Setosa
7.1	Versicolor
4.2	Virginica
2.7	Versicolor
5.8	Virginica
6.6	Setosa
6.0	Virginica
5.0	Versicolor
3.2	Virginica
5.8	Setosa
4.2	Setosa
7.5	Setosa
4.0	Setosa
5.1	Versicolor
2.4	Versicolor
3.8	Versicolor
7.4	Versicolor
5.7	Setosa
4.4	Versicolor
4.5	Versicolor
6.2	Versicolor
4.5	Virginica
5.1	Versicolor
4.0	Setosa
5.0	Versicolor
6.2	Versicolor
2.5	Versicolor
4.3	Versicolor
6.8	Virginica
3.0	Virginica
3.5	Virginica
2.8	Versicolor
6.6	Setosa
6.2	Setosa
6.4	Setosa
