sepal.length	variety
5.6	Versicolor
9.1	Setosa
10.7	Virginica
9.3	Virginica
6.5	Setosa
6.7	Virginica
7.4	Virginica
7.7	Setosa
5.1	Setosa
8.7	Versicolor
5.8	Setosa
5.0	Setosa
9.0	Setosa
9.1	Setosa
6.9	Setosa
8.2	Virginica
8.5	Versicolor
9.5	Versicolor
10.5	Virginica
5.5	Setosa
10.8	Virginica
6.6	Versicolor
7.6	Setosa
9.1	Setosa
9.6	Versicolor
7.9	Setosa
8.5	Setosa
9.0	Virginica
9.5	Versicolor
6.5	Setosa
6.3	Virginica
7.2	Virginica
10.6	Versicolor
9.4	Versicolor
9.3	Versicolor
7.7	Virginica
7.6	Virginica
9.0	Versicolor
9.4	Setosa
8.1	Versicolor
9.5	Virginica
7.0	Versicolor
6.1	Versicolor
7.1	Setosa
10.7	Virginica
5.8	Setosa
4.9	Setosa
11.3	Virginica
8.1	Versicolor
7.1	Versicolor
9.8	Virginica
8.3	Setosa
6.6	Setosa
8.9	Virginica
8.7	Virginica
5.4	Setosa
10.0	Versicolor
6.7	Versicolor
7.4	Versicolor
6.7	Versicolor
7.4	Versicolor
10.1	Versicolor
10.4	Versicolor
8.2	Setosa
7.4	Setosa
11.4	Virginica
9.2	Setosa
8.5	Versicolor
7.3	Versicolor
6.2	Versicolor
10.8	Versicolor
9.5	Virginica
5.3	Setosa
9.6	Versicolor
8.9	Virginica
6.9	Versicolor
9.3	Virginica
8.1	Virginica
8.8	Versicolor
5.4	Setosa
6.3	Setosa
8.1	Setosa
7.7	Virginica
9.7	Virginica
10.0	Setosa
5.3	Setosa
6.4	Setosa
7.9	Setosa
10.9	Virginica
6.8	Virginica
10.4	Virginica
7.2	Versicolor
7.5	Setosa
7.7	Versicolor
9.5	Versicolor
7.7	Versicolor
9.8	Versicolor
10.5	Versicolor
8.4	Versicolor
7.3	Virginica
8.1	Virginica
8.4	Setosa
9.7	Setosa
6.4	Setosa
8.7	Setosa
