sepal.length	variety
11.0	Virginica
7.6	Virginica
9.8	Virginica
8.4	Setosa
8.0	Virginica
10.7	Virginica
10.9	Virginica
9.5	Versicolor
7.7	Virginica
10.7	Versicolor
6.7	Setosa
6.4	Setosa
6.4	Setosa
6.3	Versicolor
6.9	Setosa
11.2	Virginica
9.2	Virginica
8.0	Setosa
6.1	Setosa
10.2	Virginica
6.8	Versicolor
6.7	Versicolor
7.5	Versicolor
10.9	Virginica
10.6	Versicolor
4.3	Setosa
8.1	Versicolor
8.1	Versicolor
6.1	Setosa
6.7	Setosa
6.5	Versicolor
7.5	Setosa
9.4	Versicolor
6.3	Virginica
5.1	Setosa
6.2	Virginica
9.2	Setosa
5.6	Setosa
7.3	Setosa
6.7	Virginica
7.8	Setosa
7.4	Setosa
10.0	Setosa
5.8	Virginica
5.8	Setosa
9.3	Virginica
10.7	Virginica
9.5	Versicolor
5.1	Setosa
5.5	Setosa
10.0	Versicolor
5.7	Versicolor
6.1	Setosa
5.5	Setosa
8.4	Virginica
8.0	Versicolor
8.0	Versicolor
8.9	Versicolor
8.0	Setosa
8.1	Versicolor
9.8	Virginica
8.7	Virginica
9.2	Virginica
7.7	Setosa
9.0	Virginica
6.7	Versicolor
7.6	Virginica
7.4	Virginica
8.9	Setosa
10.8	Versicolor
10.4	Virginica
9.9	Virginica
7.5	Setosa
7.2	Setosa
9.9	Versicolor
9.6	Versicolor
8.3	Virginica
10.7	Versicolor
6.4	Setosa
10.2	Virginica
9.5	Virginica
9.9	Virginica
6.6	Versicolor
9.7	Versicolor
9.1	Setosa
5.9	Setosa
10.1	Versicolor
6.9	Versicolor
8.0	Versicolor
8.0	Versicolor
7.5	Setosa
6.8	Virginica
8.2	Virginica
11.2	Virginica
8.4	Virginica
4.4	Setosa
9.9	Setosa
5.0	Versicolor
10.3	Virginica
4.8	Setosa
6.9	Virginica
7.3	Setosa
9.3	Virginica
7.3	Versicolor
7.9	Virginica
