sepal.length	variety
11.0	Virginica
9.1	Virginica
10.4	Virginica
8.1	Versicolor
5.8	Setosa
7.6	Versicolor
8.3	Versicolor
10.0	Virginica
6.3	Versicolor
7.4	Virginica
7.1	Virginica
9.3	Versicolor
8.5	Virginica
7.3	Virginica
6.5	Versicolor
10.2	Setosa
5.7	Versicolor
8.8	Versicolor
7.7	Virginica
9.8	Virginica
9.7	Setosa
6.0	Versicolor
6.5	Setosa
8.6	Versicolor
6.2	Versicolor
7.4	Virginica
8.8	Setosa
8.1	Setosa
10.7	Virginica
6.6	Versicolor
4.9	Setosa
11.0	Virginica
10.9	Virginica
8.2	Setosa
8.3	Virginica
6.9	Virginica
7.3	Setosa
8.4	Setosa
9.7	Versicolor
8.5	Virginica
6.6	Versicolor
8.7	Virginica
7.7	Versicolor
7.1	Versicolor
5.7	Versicolor
7.7	Virginica
6.8	Setosa
6.5	Versicolor
5.1	Setosa
10.2	Versicolor
7.6	Versicolor
7.1	Setosa
11.4	Versicolor
10.7	Versicolor
9.3	Virginica
9.1	Virginica
9.6	Setosa
8.5	Virginica
10.3	Virginica
9.8	Versicolor
9.2	Virginica
8.6	Versicolor
4.9	Setosa
9.7	Setosa
10.2	Versicolor
6.3	Virginica
9.4	Virginica
6.6	Versicolor
9.5	Versicolor
8.8	Virginica
8.7	Versicolor
10.4	Virginica
8.9	Virginica
6.5	Versicolor
9.4	Setosa
4.9	Virginica
6.6	Versicolor
9.0	Versicolor
9.4	Virginica
8.9	Versicolor
4.6	Setosa
4.4	Setosa
6.6	Virginica
5.5	Setosa
7.2	Virginica
9.5	Setosa
7.6	Versicolor
6.2	Setosa
10.4	Virginica
5.1	Setosa
10.0	Versicolor
9.7	Versicolor
7.0	Versicolor
9.5	Versicolor
9.1	Setosa
6.5	Setosa
5.9	Setosa
7.5	Setosa
5.3	Setosa
9.3	Setosa
7.3	Virginica
8.0	Versicolor
8.8	Virginica
9.6	Setosa
4.6	Setosa
