sepal.length	sepal.width	petal.length	petal.width	variety
8.6	3.7	5.5	4.4	Setosa
9.3	5.5	3.4	1.1	Setosa
6.6	6.6	9.6	2.4	Virginica
7.0	3.2	5.6	5.6	Versicolor
8.4	5.7	8.5	6.0	Versicolor
9.1	6.3	7.0	5.8	Versicolor
8.1	6.8	8.9	5.0	Virginica
7.7	3.4	4.9	4.7	Setosa
8.9	7.6	1.5	4.6	Setosa
6.8	3.5	7.0	4.1	Virginica
6.4	5.0	6.5	3.7	Virginica
10.9	6.8	10.1	5.1	Virginica
9.5	7.9	1.6	3.9	Setosa
7.0	8.0	3.8	0.2	Setosa
7.7	2.8	6.1	1.8	Versicolor
8.5	8.7	2.4	0.2	Setosa
7.4	4.8	9.6	5.7	Virginica
7.5	6.0	8.5	4.8	Versicolor
5.0	4.0	6.0	1.0	Versicolor
7.0	4.2	7.0	5.5	Versicolor
7.2	7.1	10.6	4.0	Virginica
9.2	5.0	10.1	6.3	Virginica
7.7	2.6	10.4	5.8	Virginica
5.0	6.5	3.6	2.2	Setosa
6.2	6.9	4.7	2.8	Versicolor
4.8	6.1	6.1	2.7	Setosa
9.5	5.1	8.9	1.2	Versicolor
9.9	7.4	2.2	4.9	Setosa
8.0	7.5	8.2	2.0	Virginica
10.2	8.4	5.5	2.4	Setosa
8.4	7.0	8.6	4.3	Virginica
6.6	6.5	9.1	2.9	Versicolor
7.7	4.8	7.2	5.0	Virginica
7.1	6.2	5.4	4.7	Setosa
10.2	3.4	9.9	6.3	Virginica
10.3	5.8	8.7	5.1	Versicolor
6.3	3.7	6.9	5.3	Virginica
9.1	6.8	5.5	3.3	Setosa
8.5	4.4	5.0	1.2	Setosa
9.8	3.2	8.1	4.0	Versicolor
9.7	6.4	6.8	4.3	Versicolor
8.7	5.7	3.1	3.7	Setosa
9.3	6.0	9.0	2.4	Virginica
9.5	2.9	7.2	4.5	Versicolor
9.2	7.3	8.5	2.8	Versicolor
9.8	4.0	7.9	2.5	Versicolor
7.9	3.8	7.6	1.9	Virginica
8.5	5.4	5.3	5.1	Versicolor
6.1	4.5	1.9	0.2	Setosa
10.2	8.3	3.2	0.3	Setosa
8.2	4.0	7.8	3.3	Virginica
6.7	4.6	8.7	2.5	Versicolor
8.8	3.0	5.6	0.6	Setosa
7.0	6.7	7.6	4.5	Virginica
7.4	7.1	4.0	3.2	Setosa
10.1	3.0	8.0	2.5	Versicolor
10.2	6.5	7.2	3.3	Virginica
5.9	4.0	6.7	3.0	Versicolor
5.4	4.6	1.9	1.1	Setosa
8.1	8.3	2.6	0.2	Setosa
11.4	6.1	9.4	1.5	Versicolor
6.8	6.4	9.1	2.4	Virginica
9.6	5.4	4.1	2.8	Versicolor
10.4	5.6	6.0	2.3	Virginica
10.2	6.3	9.7	6.0	Virginica
10.3	7.0	3.2	1.7	Setosa
10.5	4.7	9.0	3.5	Virginica
10.0	3.5	7.8	6.7	Virginica
11.0	4.7	8.7	3.4	Versicolor
6.5	8.0	1.3	4.8	Setosa
8.5	3.3	7.3	1.5	Versicolor
6.1	6.4	7.2	2.4	Versicolor
8.0	5.8	8.1	2.5	Versicolor
6.0	3.5	6.3	5.3	Virginica
9.9	7.4	3.0	1.4	Setosa
9.8	7.2	5.5	4.2	Setosa
9.9	7.9	6.2	4.2	Setosa
7.6	6.0	4.1	4.3	Versicolor
7.8	4.9	6.6	3.3	Virginica
7.6	3.0	5.5	5.6	Versicolor
8.2	6.6	7.0	4.5	Versicolor
8.6	7.3	4.2	0.5	Setosa
7.2	4.5	7.0	2.2	Versicolor
10.3	3.4	6.3	3.3	Virginica
11.9	6.3	6.9	5.5	Virginica
6.9	4.6	7.4	5.6	Virginica
5.0	5.3	4.8	3.8	Setosa
7.1	5.1	1.5	1.2	Setosa
6.7	5.8	6.3	6.3	Virginica
10.7	7.1	5.6	5.4	Virginica
8.1	3.2	4.2	5.3	Versicolor
8.3	7.2	6.4	2.7	Versicolor
8.1	6.1	2.0	2.2	Setosa
7.6	4.4	2.4	1.8	Setosa
7.7	5.8	9.2	5.1	Virginica
8.9	8.2	2.5	4.7	Setosa
9.2	8.1	5.5	3.1	Setosa
9.4	3.5	1.4	3.2	Setosa
9.6	7.5	8.4	6.1	Virginica
7.0	3.8	3.9	4.2	Setosa
9.6	3.4	9.1	1.3	Versicolor
9.6	7.0	8.9	1.9	Versicolor
6.4	7.7	5.8	1.2	Setosa
7.9	6.2	5.3	5.4	Virginica
6.5	6.9	7.0	4.5	Versicolor
