petal.length	petal.width	variety
6.8	1.8	Virginica
5.5	4.4	Setosa
4.3	0.9	Setosa
7.4	1.5	Versicolor
4.6	1.5	Versicolor
5.5	4.9	Virginica
8.4	3.6	Virginica
2.3	2.2	Setosa
5.2	5.9	Versicolor
5.6	4.9	Versicolor
8.0	3.2	Versicolor
5.5	2.3	Virginica
7.1	3.8	Virginica
7.4	3.5	Virginica
4.9	0.7	Setosa
5.6	2.4	Virginica
7.1	5.3	Versicolor
6.0	5.0	Versicolor
4.4	2.2	Setosa
4.5	4.3	Versicolor
9.4	2.0	Virginica
5.7	4.5	Virginica
6.9	3.1	Versicolor
4.0	1.2	Setosa
10.1	2.3	Virginica
6.0	6.0	Versicolor
1.9	1.7	Setosa
5.9	3.7	Setosa
6.6	4.0	Virginica
1.2	1.7	Setosa
7.6	2.9	Virginica
5.1	1.2	Setosa
5.4	1.9	Versicolor
5.8	5.8	Versicolor
4.4	2.2	Setosa
8.1	5.3	Virginica
8.5	2.0	Versicolor
9.1	4.2	Virginica
4.6	4.9	Setosa
6.0	2.4	Setosa
9.7	4.0	Virginica
4.7	4.6	Versicolor
6.0	1.7	Setosa
9.0	1.3	Versicolor
2.9	3.8	Setosa
3.7	4.3	Setosa
1.5	4.1	Setosa
4.5	5.0	Versicolor
9.1	5.4	Virginica
3.9	3.2	Versicolor
4.7	3.8	Versicolor
6.1	5.1	Virginica
8.5	5.1	Versicolor
6.8	4.1	Versicolor
9.6	4.8	Virginica
4.1	0.2	Setosa
3.1	3.7	Setosa
9.0	3.8	Virginica
3.3	2.2	Setosa
9.6	5.0	Virginica
6.1	2.4	Virginica
9.0	6.1	Virginica
8.0	5.3	Versicolor
1.4	0.7	Setosa
4.4	1.2	Setosa
8.3	2.3	Virginica
6.4	5.8	Virginica
6.0	5.5	Virginica
1.9	0.7	Setosa
2.3	0.7	Setosa
5.8	3.7	Virginica
9.5	3.0	Virginica
9.0	4.3	Virginica
5.9	5.4	Versicolor
10.1	2.4	Virginica
8.0	2.0	Versicolor
6.2	1.7	Setosa
9.0	3.2	Virginica
7.9	2.3	Virginica
3.7	3.0	Versicolor
6.8	3.5	Versicolor
7.8	6.3	Versicolor
10.1	5.1	Virginica
6.3	3.0	Versicolor
8.5	4.5	Versicolor
4.1	3.6	Setosa
3.2	0.5	Setosa
3.0	2.2	Setosa
10.3	3.8	Virginica
4.9	3.2	Setosa
5.1	1.9	Virginica
6.4	4.7	Versicolor
5.2	4.7	Setosa
4.7	2.7	Versicolor
1.6	1.7	Setosa
3.0	3.7	Setosa
2.5	0.7	Setosa
5.4	3.3	Virginica
6.7	6.7	Virginica
3.8	3.2	Setosa
4.0	2.7	Setosa
7.2	6.6	Virginica
6.0	4.2	Setosa
8.2	2.7	Versicolor
1.1	3.1	Setosa
