petal.length	variety
6.4	Setosa
4.6	Setosa
8.2	Versicolor
8.0	Versicolor
4.2	Versicolor
6.7	Versicolor
8.2	Virginica
7.2	Versicolor
7.0	Versicolor
11.4	Virginica
9.4	Versicolor
4.7	Versicolor
4.9	Virginica
8.0	Versicolor
3.0	Setosa
4.9	Virginica
7.1	Virginica
2.1	Setosa
7.5	Versicolor
4.4	Setosa
4.9	Setosa
8.1	Virginica
2.6	Setosa
8.2	Virginica
7.6	Versicolor
4.6	Versicolor
6.6	Virginica
1.5	Setosa
4.5	Versicolor
8.5	Virginica
1.8	Setosa
1.3	Setosa
9.8	Virginica
8.3	Virginica
5.9	Versicolor
6.9	Virginica
8.5	Versicolor
5.0	Versicolor
5.7	Setosa
9.1	Virginica
6.0	Virginica
5.6	Setosa
7.9	Virginica
7.9	Versicolor
6.0	Versicolor
2.7	Setosa
9.7	Virginica
4.0	Setosa
6.1	Versicolor
3.5	Setosa
8.1	Virginica
7.6	Virginica
7.2	Versicolor
2.8	Setosa
3.2	Setosa
4.4	Setosa
4.2	Setosa
6.6	Versicolor
1.9	Setosa
6.5	Virginica
4.5	Setosa
2.5	Setosa
4.5	Setosa
6.3	Virginica
5.5	Setosa
8.6	Virginica
9.1	Virginica
7.4	Versicolor
9.7	Virginica
7.8	Versicolor
1.5	Setosa
4.4	Versicolor
7.4	Virginica
5.1	Setosa
4.3	Setosa
2.1	Setosa
5.6	Virginica
6.6	Versicolor
1.3	Setosa
5.5	Versicolor
4.2	Versicolor
7.1	Virginica
4.7	Setosa
6.8	Virginica
3.7	Setosa
5.8	Virginica
5.9	Setosa
9.3	Virginica
4.4	Setosa
6.6	Versicolor
5.5	Versicolor
1.5	Setosa
5.8	Versicolor
9.5	Virginica
9.1	Virginica
4.8	Versicolor
5.6	Versicolor
6.1	Virginica
6.4	Virginica
5.7	Virginica
4.9	Versicolor
7.1	Versicolor
3.4	Setosa
7.3	Versicolor
4.0	Versicolor
