sepal.width	petal.length	petal.width	variety
3.5	6.7	4.8	Virginica
7.3	5.0	5.8	Versicolor
5.1	4.4	1.6	Setosa
6.7	6.4	4.3	Virginica
2.6	8.5	3.2	Versicolor
5.1	2.0	4.1	Setosa
5.4	5.3	1.6	Versicolor
3.5	2.4	3.7	Setosa
6.1	8.1	6.9	Virginica
7.0	7.2	4.5	Virginica
6.1	6.1	5.3	Virginica
3.5	8.5	5.2	Versicolor
5.0	6.0	3.0	Versicolor
6.9	3.9	3.3	Setosa
6.4	7.3	1.3	Versicolor
5.5	8.1	3.8	Virginica
5.3	4.7	2.6	Versicolor
5.8	3.9	1.9	Setosa
3.1	2.5	3.2	Setosa
4.8	11.2	6.7	Virginica
4.8	5.6	6.9	Virginica
6.0	7.8	4.6	Virginica
4.2	2.4	3.2	Setosa
5.5	7.6	4.3	Versicolor
4.5	8.3	3.3	Virginica
3.2	6.4	1.7	Versicolor
7.2	2.1	2.2	Setosa
5.6	3.9	1.7	Setosa
4.5	4.0	4.6	Versicolor
3.2	7.3	4.4	Virginica
8.3	3.5	3.3	Setosa
3.3	8.2	7.0	Virginica
3.9	8.0	2.0	Versicolor
5.0	2.3	0.3	Setosa
8.0	2.4	4.8	Setosa
6.7	6.0	0.4	Setosa
6.3	6.6	6.2	Virginica
6.0	9.5	4.9	Virginica
7.1	4.5	3.1	Setosa
4.4	5.9	2.8	Virginica
7.0	4.6	1.2	Setosa
6.5	3.8	0.7	Setosa
4.1	5.5	1.2	Setosa
7.3	7.7	3.6	Virginica
6.4	5.5	5.6	Versicolor
3.5	4.4	5.6	Versicolor
4.2	9.9	6.8	Virginica
5.4	3.0	0.7	Setosa
7.6	6.2	3.5	Versicolor
4.6	5.6	3.7	Setosa
3.0	6.3	4.8	Virginica
4.5	5.5	5.0	Versicolor
3.1	8.4	4.3	Virginica
5.4	1.4	3.7	Setosa
5.6	6.6	5.9	Virginica
6.2	5.1	3.5	Virginica
3.8	7.5	5.8	Versicolor
5.8	4.7	2.3	Setosa
6.6	8.4	5.7	Versicolor
6.1	6.9	5.6	Virginica
4.5	6.0	4.0	Versicolor
6.3	4.1	3.2	Setosa
5.5	10.6	2.6	Virginica
5.7	1.3	3.7	Setosa
5.2	1.4	2.2	Setosa
4.9	5.5	1.2	Setosa
5.0	7.5	3.8	Virginica
4.4	9.1	4.3	Versicolor
3.7	8.7	5.8	Virginica
3.5	1.9	3.2	Setosa
4.6	5.0	2.2	Setosa
6.2	3.2	4.2	Setosa
3.8	9.4	5.5	Virginica
5.2	7.7	2.8	Versicolor
2.7	7.6	2.1	Versicolor
4.7	4.5	3.0	Versicolor
5.0	6.9	3.1	Virginica
5.5	4.2	5.5	Versicolor
4.6	4.9	4.0	Versicolor
3.4	2.4	2.7	Setosa
6.4	10.3	2.8	Virginica
3.8	8.1	5.0	Versicolor
5.4	5.5	2.9	Setosa
6.8	6.8	2.3	Virginica
2.9	7.2	5.9	Versicolor
3.0	5.4	0.6	Setosa
4.5	7.9	1.9	Versicolor
6.4	8.7	1.8	Versicolor
4.2	4.1	2.5	Versicolor
5.6	9.6	5.5	Virginica
2.5	8.4	2.5	Versicolor
6.8	4.9	3.7	Setosa
4.8	7.3	4.4	Versicolor
4.9	7.6	4.4	Virginica
6.7	9.0	1.5	Versicolor
5.5	8.5	2.8	Versicolor
7.1	6.5	4.5	Versicolor
7.0	5.4	1.3	Setosa
3.4	5.6	2.3	Virginica
6.8	6.5	5.8	Versicolor
5.4	3.8	1.9	Setosa
3.3	9.1	2.9	Virginica
6.7	3.9	2.9	Versicolor
7.1	6.9	4.4	Versicolor
4.4	5.1	1.8	Versicolor
