sepal.length	variety
7.0	Versicolor
10.2	Virginica
6.1	Versicolor
11.5	Versicolor
9.5	Versicolor
6.6	Versicolor
5.6	Setosa
6.8	Versicolor
5.2	Setosa
5.0	Setosa
6.4	Versicolor
7.1	Setosa
8.7	Virginica
8.3	Setosa
9.8	Virginica
5.6	Versicolor
7.1	Versicolor
8.9	Virginica
8.5	Setosa
8.3	Setosa
10.1	Versicolor
10.2	Virginica
6.9	Setosa
9.9	Versicolor
7.7	Versicolor
4.9	Setosa
10.9	Virginica
8.1	Setosa
7.8	Versicolor
7.5	Versicolor
6.6	Versicolor
5.4	Setosa
10.8	Virginica
7.7	Virginica
7.0	Setosa
8.5	Virginica
9.1	Setosa
9.5	Versicolor
8.6	Setosa
6.9	Setosa
6.0	Virginica
9.5	Setosa
6.7	Setosa
7.9	Virginica
6.4	Versicolor
9.4	Versicolor
6.4	Setosa
6.5	Versicolor
7.2	Virginica
12.2	Virginica
7.6	Setosa
7.7	Virginica
8.2	Versicolor
10.0	Versicolor
7.1	Setosa
9.0	Versicolor
5.5	Versicolor
6.2	Versicolor
5.7	Setosa
11.9	Virginica
4.8	Setosa
10.8	Virginica
10.2	Versicolor
10.3	Versicolor
5.3	Setosa
10.1	Virginica
7.6	Versicolor
11.0	Versicolor
9.2	Versicolor
6.4	Virginica
8.7	Virginica
8.0	Virginica
8.7	Virginica
6.9	Versicolor
7.2	Setosa
9.4	Setosa
4.7	Setosa
9.4	Virginica
7.9	Virginica
5.6	Versicolor
8.7	Versicolor
8.6	Setosa
8.2	Versicolor
8.3	Setosa
4.9	Virginica
7.7	Virginica
10.6	Virginica
9.2	Virginica
9.6	Versicolor
5.1	Setosa
9.8	Virginica
5.9	Versicolor
6.1	Setosa
6.2	Versicolor
8.9	Setosa
6.9	Setosa
8.3	Virginica
9.1	Versicolor
10.4	Virginica
9.6	Virginica
5.8	Setosa
10.0	Setosa
7.7	Virginica
10.6	Versicolor
7.8	Versicolor
