sepal.width	variety
6.3	Virginica
2.9	Versicolor
5.0	Setosa
7.9	Setosa
3.0	Virginica
4.4	Versicolor
5.6	Setosa
5.5	Setosa
6.3	Setosa
3.2	Versicolor
5.7	Versicolor
7.2	Setosa
6.9	Versicolor
4.9	Setosa
3.4	Versicolor
4.5	Virginica
5.2	Versicolor
6.7	Versicolor
4.5	Versicolor
6.3	Setosa
3.4	Versicolor
3.0	Virginica
6.4	Versicolor
7.0	Virginica
6.6	Virginica
3.8	Setosa
6.0	Setosa
6.3	Virginica
8.0	Setosa
7.1	Versicolor
7.1	Virginica
3.7	Versicolor
2.2	Versicolor
6.6	Setosa
6.3	Virginica
3.6	Virginica
6.1	Virginica
6.5	Virginica
6.2	Setosa
5.5	Virginica
7.4	Setosa
3.4	Versicolor
7.8	Setosa
4.4	Versicolor
3.6	Setosa
6.0	Virginica
5.3	Versicolor
4.5	Versicolor
6.4	Virginica
5.7	Setosa
5.3	Virginica
4.2	Virginica
7.0	Setosa
3.8	Versicolor
3.5	Versicolor
4.4	Versicolor
6.8	Setosa
2.6	Versicolor
3.0	Versicolor
5.4	Setosa
4.2	Versicolor
3.7	Versicolor
5.4	Setosa
7.6	Setosa
4.6	Versicolor
3.5	Virginica
5.0	Setosa
5.5	Virginica
5.1	Setosa
7.0	Virginica
6.2	Versicolor
4.0	Virginica
3.1	Setosa
5.6	Versicolor
3.7	Virginica
3.6	Virginica
4.1	Virginica
5.5	Versicolor
2.8	Virginica
4.3	Virginica
5.4	Setosa
3.2	Virginica
6.4	Setosa
6.9	Setosa
5.4	Virginica
7.2	Virginica
4.3	Virginica
2.8	Versicolor
7.6	Virginica
3.8	Virginica
4.8	Virginica
4.7	Virginica
5.5	Setosa
6.7	Virginica
3.5	Versicolor
5.3	Versicolor
3.3	Versicolor
5.2	Setosa
4.5	Versicolor
2.8	Versicolor
5.2	Versicolor
6.8	Setosa
2.7	Virginica
4.4	Setosa
7.6	Setosa
