sepal.length	sepal.width	variety
8.6	6.0	Virginica
8.0	6.9	Versicolor
6.5	6.8	Versicolor
7.6	7.3	Setosa
11.0	4.5	Virginica
5.4	7.1	Setosa
9.1	6.2	Versicolor
6.2	6.9	Virginica
7.4	6.1	Virginica
9.1	3.1	Virginica
6.6	6.7	Setosa
8.6	7.0	Versicolor
7.5	6.8	Versicolor
9.0	3.6	Setosa
10.7	5.2	Virginica
10.8	7.7	Virginica
8.0	5.9	Setosa
5.6	3.5	Versicolor
9.7	4.5	Virginica
9.1	3.0	Versicolor
6.3	3.0	Setosa
11.7	8.3	Virginica
5.2	5.5	Setosa
11.0	7.2	Virginica
8.4	5.5	Virginica
6.9	5.1	Virginica
8.7	7.4	Versicolor
6.2	4.6	Setosa
5.9	4.9	Versicolor
10.2	3.0	Virginica
8.4	5.4	Setosa
9.4	3.6	Versicolor
7.9	5.1	Setosa
8.1	6.6	Setosa
6.8	4.0	Setosa
8.4	3.0	Setosa
8.7	6.2	Versicolor
6.9	5.9	Setosa
10.2	3.3	Versicolor
8.8	7.2	Setosa
11.2	5.0	Versicolor
9.2	5.4	Setosa
5.7	2.6	Versicolor
8.2	7.5	Virginica
6.9	6.7	Versicolor
5.5	3.5	Setosa
8.8	5.5	Virginica
5.7	3.3	Versicolor
10.2	7.0	Virginica
7.9	6.5	Setosa
6.1	7.8	Setosa
9.0	3.0	Virginica
5.3	6.5	Setosa
6.1	5.5	Virginica
7.7	6.7	Setosa
8.6	5.4	Versicolor
7.7	4.8	Virginica
10.7	4.8	Virginica
7.6	7.5	Versicolor
8.0	7.7	Setosa
8.5	4.0	Versicolor
5.8	5.7	Virginica
8.1	4.9	Setosa
10.5	7.5	Virginica
5.4	8.4	Setosa
10.3	7.3	Virginica
10.3	3.7	Virginica
9.2	8.9	Setosa
5.9	4.5	Versicolor
10.6	7.3	Versicolor
8.9	6.4	Versicolor
6.8	6.8	Versicolor
8.2	5.8	Virginica
10.7	6.6	Versicolor
9.4	3.2	Virginica
6.6	8.2	Setosa
6.4	6.7	Setosa
6.6	5.0	Versicolor
6.0	7.0	Setosa
7.5	6.5	Setosa
10.0	6.7	Virginica
8.3	3.5	Versicolor
9.6	7.3	Setosa
5.6	2.5	Versicolor
6.0	4.6	Versicolor
8.3	4.4	Virginica
7.8	3.7	Versicolor
9.6	5.0	Setosa
7.1	7.4	Versicolor
9.8	5.3	Virginica
7.2	3.7	Setosa
9.8	5.8	Versicolor
8.1	3.4	Setosa
6.5	3.7	Versicolor
6.6	6.3	Setosa
6.7	4.6	Versicolor
5.3	6.0	Setosa
9.7	5.5	Versicolor
4.8	6.6	Setosa
7.5	7.2	Versicolor
7.4	7.7	Versicolor
7.3	5.9	Virginica
10.9	3.8	Virginica
9.7	5.3	Setosa
10.2	7.8	Virginica
