sepal.width	petal.length	variety
4.9	7.5	Versicolor
4.4	4.1	Versicolor
7.2	4.9	Setosa
3.6	7.6	Virginica
6.7	6.6	Virginica
3.8	9.2	Virginica
6.4	7.4	Virginica
6.8	8.1	Virginica
2.8	7.1	Virginica
4.8	9.6	Virginica
7.0	8.0	Versicolor
4.0	1.9	Setosa
6.9	5.7	Setosa
6.1	10.9	Virginica
7.1	9.4	Versicolor
7.5	5.4	Setosa
8.0	3.7	Setosa
6.0	7.5	Virginica
6.2	2.3	Setosa
7.0	5.9	Setosa
3.8	5.4	Versicolor
6.4	3.6	Setosa
5.2	8.2	Versicolor
5.6	4.4	Setosa
5.5	9.8	Virginica
5.8	4.5	Versicolor
7.2	5.1	Versicolor
5.2	4.8	Versicolor
4.0	8.6	Versicolor
7.3	6.2	Setosa
5.6	7.9	Versicolor
4.0	8.6	Virginica
6.7	9.6	Virginica
3.0	9.5	Virginica
6.1	5.0	Versicolor
3.3	5.9	Setosa
6.1	2.9	Setosa
6.6	6.1	Setosa
4.9	3.8	Versicolor
6.0	9.0	Virginica
7.0	5.0	Versicolor
4.2	8.6	Virginica
4.4	4.3	Setosa
3.0	7.2	Virginica
7.9	1.5	Setosa
3.0	3.4	Setosa
6.5	9.4	Virginica
3.0	7.7	Versicolor
4.0	2.1	Setosa
6.8	5.5	Setosa
3.7	9.0	Versicolor
5.1	10.6	Virginica
5.9	4.6	Setosa
6.3	9.7	Virginica
7.2	6.1	Setosa
5.8	7.2	Virginica
4.2	5.8	Virginica
5.9	4.9	Setosa
3.0	1.4	Setosa
4.6	5.0	Setosa
2.8	5.6	Versicolor
6.9	3.4	Setosa
3.5	7.0	Versicolor
4.1	2.0	Setosa
7.5	5.6	Setosa
3.2	6.3	Virginica
7.0	4.8	Setosa
6.4	5.0	Versicolor
4.7	5.7	Versicolor
4.8	8.6	Virginica
6.4	5.3	Versicolor
7.7	3.4	Setosa
2.9	6.3	Versicolor
6.1	4.0	Setosa
7.0	9.6	Virginica
5.7	8.5	Virginica
3.2	3.3	Setosa
7.3	8.5	Virginica
5.7	7.7	Virginica
4.7	7.9	Virginica
5.0	3.3	Setosa
6.9	4.7	Setosa
3.0	9.3	Virginica
7.6	6.2	Versicolor
4.8	9.6	Virginica
8.1	5.0	Setosa
4.4	6.7	Versicolor
3.8	7.7	Versicolor
5.5	7.9	Versicolor
6.0	3.0	Setosa
5.9	4.4	Setosa
4.3	7.7	Versicolor
2.8	11.2	Virginica
5.8	10.4	Virginica
8.3	3.2	Setosa
3.8	4.4	Setosa
4.8	5.1	Setosa
5.6	4.4	Versicolor
4.1	9.1	Virginica
7.5	1.3	Setosa
3.5	7.6	Virginica
5.5	7.5	Virginica
3.3	7.4	Virginica
5.9	6.1	Virginica
7.6	9.6	Virginica
