sepal.length	sepal.width	variety
8.6	5.1	Virginica
6.6	5.2	Setosa
8.4	6.7	Virginica
5.9	7.6	Setosa
9.9	6.0	Virginica
10.4	6.1	Versicolor
11.2	2.8	Virginica
7.9	6.6	Setosa
10.5	3.7	Virginica
7.7	7.3	Versicolor
6.1	7.9	Setosa
7.4	6.0	Setosa
8.9	6.4	Setosa
5.8	5.5	Setosa
5.5	3.7	Setosa
7.0	5.2	Versicolor
8.6	6.3	Setosa
7.7	2.8	Versicolor
8.8	6.7	Virginica
7.0	3.3	Versicolor
9.0	4.2	Setosa
6.4	6.3	Virginica
7.2	4.7	Versicolor
6.1	4.0	Versicolor
5.6	6.0	Setosa
9.1	6.0	Versicolor
8.6	7.8	Setosa
8.5	5.0	Setosa
8.0	5.0	Virginica
9.7	6.3	Virginica
8.3	5.3	Virginica
9.3	5.9	Virginica
9.4	6.1	Virginica
9.7	6.8	Virginica
10.7	7.9	Virginica
6.5	3.9	Versicolor
10.3	5.7	Virginica
8.2	7.7	Setosa
5.6	5.0	Versicolor
9.0	5.5	Setosa
6.7	6.8	Virginica
11.1	7.0	Virginica
8.1	5.0	Virginica
6.8	2.7	Versicolor
9.4	5.2	Versicolor
8.7	7.0	Virginica
8.5	7.8	Setosa
10.3	3.8	Versicolor
5.7	8.4	Setosa
10.7	4.5	Virginica
7.7	5.1	Virginica
7.4	5.0	Versicolor
4.8	4.0	Setosa
6.5	3.0	Virginica
10.4	3.6	Virginica
9.4	4.9	Setosa
9.7	6.5	Versicolor
9.2	4.0	Setosa
10.4	3.7	Virginica
5.7	4.2	Versicolor
10.7	4.9	Versicolor
8.1	7.8	Setosa
9.3	2.8	Versicolor
7.9	4.2	Setosa
8.6	3.9	Versicolor
9.0	4.3	Versicolor
9.3	4.4	Virginica
8.9	7.4	Versicolor
8.9	3.8	Virginica
10.0	5.5	Virginica
8.3	7.9	Setosa
9.0	7.0	Setosa
7.4	4.6	Setosa
8.5	3.9	Versicolor
6.4	4.7	Setosa
5.5	8.1	Setosa
9.2	3.9	Versicolor
7.5	7.7	Virginica
6.4	5.0	Versicolor
11.4	5.3	Virginica
8.3	3.9	Setosa
8.0	2.3	Setosa
9.6	4.5	Setosa
10.1	4.0	Virginica
7.6	2.8	Virginica
10.3	4.8	Versicolor
7.8	3.8	Virginica
7.6	5.9	Versicolor
6.8	6.7	Virginica
6.3	4.2	Virginica
10.2	5.5	Virginica
9.6	5.3	Setosa
6.9	4.9	Setosa
9.5	4.9	Versicolor
8.8	3.5	Versicolor
6.4	6.9	Versicolor
6.8	6.5	Virginica
10.1	7.4	Versicolor
7.1	7.3	Versicolor
8.7	3.6	Virginica
9.2	7.3	Setosa
9.8	6.8	Virginica
8.3	7.7	Setosa
5.3	6.1	Setosa
8.7	5.7	Setosa
