petal.width	variety
1.1	Setosa
3.5	Virginica
1.9	Versicolor
1.6	Setosa
1.2	Setosa
4.6	Versicolor
1.8	Setosa
2.9	Virginica
3.0	Versicolor
1.7	Setosa
2.2	Setosa
3.3	Versicolor
4.5	Virginica
4.6	Versicolor
6.0	Virginica
2.8	Versicolor
2.2	Setosa
5.3	Virginica
2.0	Versicolor
2.0	Virginica
0.7	Setosa
0.4	Setosa
2.1	Virginica
3.3	Versicolor
2.4	Setosa
3.2	Setosa
2.9	Versicolor
2.2	Setosa
3.0	Virginica
5.3	Versicolor
2.7	Setosa
0.7	Setosa
4.8	Versicolor
3.7	Versicolor
1.2	Setosa
0.9	Setosa
4.6	Versicolor
0.2	Setosa
2.5	Versicolor
3.3	Setosa
5.3	Virginica
2.8	Virginica
2.7	Versicolor
3.1	Virginica
3.3	Virginica
4.0	Versicolor
3.8	Versicolor
3.6	Virginica
1.2	Setosa
4.8	Versicolor
0.1	Setosa
3.2	Versicolor
3.7	Setosa
4.8	Virginica
2.4	Virginica
3.7	Setosa
2.8	Virginica
3.5	Virginica
2.6	Virginica
2.3	Virginica
5.9	Virginica
2.7	Setosa
5.7	Virginica
1.7	Versicolor
2.8	Setosa
5.7	Virginica
2.2	Setosa
5.8	Versicolor
2.0	Versicolor
2.9	Setosa
5.8	Virginica
5.0	Versicolor
4.1	Versicolor
5.5	Virginica
4.2	Setosa
5.6	Virginica
1.3	Setosa
2.8	Versicolor
4.3	Versicolor
2.9	Versicolor
5.0	Virginica
4.3	Virginica
5.9	Versicolor
1.7	Setosa
4.7	Setosa
1.5	Versicolor
3.2	Setosa
2.6	Setosa
1.8	Virginica
3.0	Virginica
4.5	Versicolor
4.1	Versicolor
5.8	Virginica
1.6	Setosa
3.9	Virginica
4.5	Virginica
5.5	Versicolor
3.3	Virginica
4.3	Versicolor
4.4	Versicolor
4.5	Versicolor
5.8	Virginica
3.4	Setosa
4.8	Setosa
4.5	Versicolor
