petal.width	variety
5.8	Versicolor
1.3	Setosa
2.9	Setosa
1.2	Setosa
2.5	Virginica
3.6	Setosa
5.4	Versicolor
5.7	Virginica
1.5	Versicolor
5.4	Versicolor
0.7	Setosa
0.3	Setosa
2.5	Virginica
2.1	Versicolor
5.2	Versicolor
3.5	Versicolor
1.2	Setosa
1.4	Setosa
2.1	Versicolor
4.8	Setosa
1.2	Setosa
3.4	Virginica
1.5	Versicolor
3.4	Setosa
4.8	Versicolor
5.2	Virginica
5.4	Virginica
3.5	Virginica
0.4	Setosa
3.4	Virginica
2.2	Setosa
4.3	Virginica
4.7	Versicolor
2.3	Versicolor
4.6	Setosa
4.2	Setosa
4.2	Setosa
3.0	Versicolor
4.0	Virginica
2.8	Virginica
4.7	Setosa
1.8	Virginica
5.4	Virginica
2.2	Setosa
3.1	Virginica
3.4	Virginica
5.0	Versicolor
1.8	Versicolor
1.2	Setosa
4.3	Virginica
5.5	Virginica
4.3	Virginica
3.8	Virginica
5.9	Versicolor
2.6	Virginica
2.7	Setosa
2.1	Versicolor
1.9	Setosa
3.5	Versicolor
0.7	Setosa
1.3	Versicolor
2.6	Virginica
1.6	Setosa
5.5	Versicolor
4.8	Versicolor
6.0	Versicolor
3.7	Setosa
4.8	Virginica
3.3	Versicolor
4.4	Versicolor
6.8	Virginica
5.4	Virginica
2.7	Setosa
2.7	Setosa
4.8	Versicolor
1.4	Setosa
2.4	Virginica
2.6	Versicolor
6.8	Virginica
5.3	Virginica
6.7	Virginica
4.3	Setosa
4.5	Versicolor
5.0	Versicolor
1.3	Versicolor
0.1	Setosa
5.0	Versicolor
1.8	Setosa
4.5	Virginica
2.3	Versicolor
2.2	Setosa
3.7	Versicolor
5.6	Virginica
1.1	Versicolor
4.7	Setosa
4.8	Virginica
3.3	Setosa
3.7	Setosa
2.1	Setosa
2.7	Setosa
4.0	Virginica
5.5	Virginica
3.1	Virginica
3.2	Setosa
1.7	Setosa
